"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
1281,475115,"Ross, Tyson",3119,41.1,0.209,0.107,0.307,0.316,0.254,,,70,335,,,,87,,305,695,586,,,,,,,,,
1004,429722,"Santana, Ervin",2987,33.6,0.173,0.108,0.298,0.281,0.227,,,43,249,,,,83.9,,224,490,514,,,,,,,,,
975,446372,"Kluber, Corey",3500,27.9,0.241,0.079,0.317,0.32,0.267,,,58,241,,,,89.3,,184,553,422,,,,,,,,,
908,502042,"Archer, Chris",3160,28.7,0.185,0.107,0.271,0.292,0.227,,,43,233,,,,86.7,,163,433,475,,,,,,,,,
887,346798,"Lohse, Kyle",3002,29.5,0.221,0.089,0.257,0.31,0.256,,,57,258,,,,84.3,,112,486,401,,,,,,,,,
886,434628,"Hammel, Jason",2796,31.7,0.182,0.071,0.272,0.253,0.21,,,41,225,,,,83.2,,139,374,512,,,,,,,,,
881,503449,"Peralta, Wily",3192,27.6,0.212,0.087,0.315,0.298,0.239,,,44,208,,,,86.2,,136,365,516,,,,,,,,,
842,434538,"Liriano, Francisco",2714,31,0.159,0.123,0.282,0.282,0.229,,,36,227,,,,85.9,,178,405,437,,,,,,,,,
832,502032,"Norris, Bud",2746,30.3,0.207,0.079,0.274,0.286,0.233,,,47,227,,,,87.3,,123,455,377,,,,,,,,,
798,451596,"Gallardo, Yovani",3216,24.8,0.267,0.157,0.309,0.424,0.319,,,58,217,,,,87.9,,100,396,402,,,,,,,,,
784,572070,"Richards, Garrett",2627,29.8,0.156,0.022,0.292,0.178,0.179,,,28,180,,,,87.4,,143,336,448,,,,,,,,,
