"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
1345,489119,"Miley, Wade",2968,45.3,0.278,0.161,0.302,0.438,0.339,0.335,0.269,83,299,88.1,4.8,2258,87.3,86.6,116,640,705,-0.7000000000000028,5.74,107,152,115,147,290,319,296
1082,518516,"Bumgarner, Madison",3244,33.4,0.264,0.194,0.303,0.458,0.321,0.352,0.288,76,288,89.9,14.6,2488,87.2,87.12,154,612,470,-0.10000000000000853,6.15,108,149,113,146,299,325,295
1040,452657,"Lester, Jon",3043,34.2,0.283,0.207,0.343,0.49,0.346,0.332,0.261,71,251,87.8,12.5,2391,87.9,87.93,96,516,524,0,6.07,107,150,110,149,297,320,293
1040,506433,"Darvish, Yu",2848,36.5,0.195,0.146,0.25,0.341,0.253,0.278,0.221,48,246,89.8,11.8,2651,86.9,86.55,169,557,483,-0.4000000000000057,5.77,115,150,111,152,293,321,297
896,543766,"Shaw, Bryan",1188,75.4,0.245,0.183,0.253,0.428,0.333,0.365,0.272,51,208,91.1,5.7,2396,92.5,91.37,78,414,482,-1.0999999999999943,5.26,113,151,116,147,307,332,306
873,593833,"Suero, Wander",1210,72.1,0.268,0.115,0.371,0.383,0.309,0.346,0.29,49,183,90.9,15.1,2554,92.9,92.88,128,439,434,0,6.09,112,149,113,148,302,315,296
854,527048,"Pérez, Martín",2772,30.8,0.214,0.129,0.257,0.343,0.269,0.261,0.206,45,210,84.4,13.7,2307,88.5,88.11,99,438,416,-0.4000000000000057,5.84,106,152,113,145,300,322,288
779,445276,"Jansen, Kenley",1068,72.9,0.232,0.198,0.287,0.429,0.301,0.279,0.214,41,177,86.6,23,2556,91.7,93.44,132,434,345,1.7000000000000028,7.04,113,157,113,147,293,318,296
774,502190,"Leake, Mike",2975,26,0.276,0.191,0.291,0.467,0.321,0.312,0.265,62,225,87.6,19.4,2232,86.7,84.99,73,450,324,-1.7000000000000028,5.07,111,154,115,148,297,320,295
754,642232,"Yarbrough, Ryan",2057,36.7,0.224,0.154,0.262,0.379,0.269,0.281,0.243,48,214,82.6,17.7,2176,84.1,83.73,58,402,352,-0.3999999999999915,5.93,105,153,114,146,294,322,290
746,502188,"Samardzija, Jeff",3006,24.8,0.198,0.135,0.219,0.333,0.237,0.293,0.242,38,192,88.1,21.1,2607,88.8,88.69,63,391,355,-0.09999999999999432,6.04,110,153,116,148,298,329,301
735,573186,"Stroman, Marcus",3047,24.1,0.296,0.179,0.342,0.475,0.342,0.315,0.261,48,162,86.1,10.8,2615,91,90.2,85,343,392,-0.7999999999999972,5.58,111,152,116,148,298,318,298
726,282332,"Sabathia, CC",1729,42,0.28,0.28,0.287,0.561,0.377,0.33,0.244,44,157,86.9,15.8,2194,88.3,89.47,83,367,359,1.2000000000000028,6.68,101,153,114,147,302,326,286
703,592612,"Osich, Josh",1053,66.8,0.238,0.217,0.259,0.455,0.308,0.312,0.242,45,189,88.1,8.4,2269,89.3,88.54,103,385,318,-0.7999999999999972,5.62,112,150,116,148,291,320,297
666,517008,"Colomé, Alex",975,68.3,0.174,0.126,0.211,0.299,0.219,0.293,0.231,29,167,90.9,6.2,2149,90.4,89.93,110,353,313,-0.5,5.94,111,150,113,148,293,323,295
653,594835,"Gonzales, Marco",3232,20.2,0.25,0.106,0.321,0.356,0.28,0.271,0.231,47,188,89.5,14.4,2246,85.2,85.27,53,334,319,0.09999999999999432,6.12,105,154,115,146,296,317,289
637,453343,"Melancon, Mark",1068,59.6,0.315,0.085,0.388,0.4,0.336,0.317,0.276,52,165,89.9,4.1,2349,91.8,91.84,56,293,344,0,6.2,108,149,112,147,303,327,297
632,434671,"Sánchez, Aníbal",2690,23.5,0.188,0.13,0.218,0.318,0.257,0.282,0.216,36,192,86.2,17.2,2316,87.6,87.72,62,334,298,0.10000000000000853,5.99,113,150,115,147,304,317,295
625,425794,"Wainwright, Adam",2876,21.7,0.316,0.188,0.33,0.504,0.37,0.349,0.284,42,133,86.5,14.3,2341,84.9,85.16,69,318,307,0.29999999999999716,6.15,111,151,109,149,297,322,299
608,545333,"Bauer, Trevor",3687,16.5,0.312,0.14,0.338,0.452,0.363,0.321,0.241,29,93,86.8,16.8,2640,84.6,84.17,90,242,366,-0.3999999999999915,5.76,110,152,113,147,293,311,288
591,453281,"LeBlanc, Wade",1955,30.2,0.274,0.232,0.31,0.506,0.353,0.383,0.304,45,164,92.4,16.7,2005,84.1,83.9,51,310,281,-0.19999999999998863,5.99,106,153,115,145,300,317,286
558,458681,"Lynn, Lance",3553,15.7,0.243,0.072,0.321,0.315,0.256,0.252,0.227,27,111,86,19.3,2583,89,88.6,70,272,286,-0.4000000000000057,5.93,111,155,113,149,294,323,301
552,593958,"Rodriguez, Eduardo",3495,15.8,0.245,0.127,0.296,0.373,0.293,0.32,0.247,27,110,88.2,13.8,2225,88.5,88.14,48,241,311,-0.4000000000000057,5.82,107,151,117,149,288,322,287
540,641778,"Lauer, Eric",2510,21.5,0.309,0.141,0.342,0.45,0.342,0.323,0.266,46,149,86.6,10.4,2211,88,87.39,47,279,261,-0.5999999999999943,5.74,111,152,113,149,305,325,302
539,518876,"Kelly, Merrill",2962,18.2,0.277,0.181,0.287,0.458,0.322,0.351,0.298,43,155,88,14.3,2433,89.9,89.93,57,298,240,0,6.14,112,153,117,151,304,330,303
532,572020,"Paxton, James",2665,20,0.254,0.176,0.397,0.43,0.294,0.246,0.208,36,142,91.5,9.8,2081,88.1,88.1,116,268,264,0,6.11,108,153,117,149,294,322,287
525,547943,"Ryu, Hyun Jin",2706,19.4,0.285,0.154,0.366,0.438,0.311,0.314,0.275,37,130,91.2,10.4,2065,87,87.42,60,260,265,0.4000000000000057,6.25,111,156,114,146,298,318,290
522,605240,"Fry, Jace",1054,49.5,0.176,0.12,0.276,0.296,0.283,0.29,0.186,19,108,87.5,0,2609,88.2,86.55,108,244,278,-1.6000000000000085,5.07,110,148,113,146,289,317,296
519,501789,"Harris, Will",935,55.5,0.238,0.131,0.289,0.369,0.29,0.286,0.213,29,122,86.9,6.9,2528,91.2,91.63,57,230,289,0.3999999999999915,6.37,112,153,116,149,289,317,299
514,543606,"Odorizzi, Jake",2787,18.4,0.25,0.106,0.299,0.356,0.279,0.318,0.27,26,104,87.8,9.3,2161,85.4,85.16,43,211,303,-0.20000000000000284,5.87,105,152,114,144,305,327,290
491,458708,"Tomlin, Josh",1136,43.2,0.243,0.184,0.248,0.428,0.277,0.27,0.242,37,152,87.2,18.2,2608,86.9,85.78,55,286,205,-1.1000000000000085,5.28,108,150,114,149,308,325,296
446,430935,"Hamels, Cole",2394,18.6,0.194,0.126,0.21,0.32,0.256,0.304,0.23,20,103,89.2,12.8,1994,87.6,87.88,38,208,238,0.30000000000001137,6.18,108,149,109,149,299,322,295
440,663423,"Thornton, Trent",2759,15.9,0.302,0.177,0.325,0.479,0.366,0.345,0.262,29,96,86.8,11.8,2690,88.1,87.19,69,231,209,-0.8999999999999915,5.49,107,153,116,149,305,326,300
430,592644,"Plutko, Adam",1794,24,0.252,0.189,0.271,0.441,0.307,0.315,0.288,28,111,86.7,15.6,2456,85.9,85.3,53,210,220,-0.6000000000000085,5.68,109,151,118,149,294,315,288
428,598286,"Ramirez, Nick",1323,32.4,0.259,0.222,0.258,0.481,0.322,0.337,0.265,21,81,85.8,12.1,2178,86.7,85.43,50,194,234,-1.2999999999999972,5.33,108,148,113,147,297,328,293
405,605155,"Brewer, Colten",1016,39.9,0.303,0.157,0.296,0.461,0.373,0.357,0.294,27,89,86.7,6.3,2368,93.4,92.79,29,178,227,-0.6000000000000085,5.86,106,147,116,147,284,321,292
405,445926,"Chavez, Jesse",1307,31,0.287,0.337,0.309,0.624,0.395,0.365,0.266,29,101,86.7,18.2,2311,88.2,87.55,36,182,223,-0.6000000000000085,5.71,108,152,112,148,295,322,300
392,641941,"Pagán, Emilio",1075,36.5,0.19,0.162,0.229,0.352,0.248,0.254,0.211,20,105,87.9,11.2,2351,87.5,88,70,206,186,0.5,6.47,109,164,122,147,297,326,299
391,467100,"Nova, Iván",3005,13,0.246,0.211,0.3,0.456,0.309,0.332,0.264,28,114,89,12,2143,86.7,86.18,69,202,188,-0.5,5.82,108,151,115,148,297,322,292
389,592767,"Smyly, Drew",2130,18.3,0.36,0.347,0.368,0.707,0.452,0.447,0.358,27,75,92.7,9.4,2057,86.7,85.79,37,173,216,-0.9000000000000057,5.54,106,151,114,147,297,322,293
388,594986,"Ryan, Kyle",1052,36.9,0.225,0.056,0.3,0.282,0.25,0.275,0.224,16,71,86.1,13.6,2187,87.3,86.99,41,150,238,-0.29999999999999716,5.98,110,151,110,150,297,321,296
370,572971,"Keuchel, Dallas",1864,19.8,0.29,0.275,0.246,0.565,0.387,0.366,0.273,20,69,85.2,19.5,2134,86.1,85.77,30,184,186,-0.29999999999999716,5.8,105,151,116,147,312,330,297
369,621111,"Buehler, Walker",2838,13,0.231,0.173,0.278,0.404,0.291,0.277,0.239,24,104,86.4,12.2,2713,92.8,92.77,54,206,163,0,5.9,112,157,115,145,298,318,299
360,429719,"Jackson, Edwin",1315,27.4,0.423,0.361,0.434,0.784,0.515,0.474,0.366,41,97,92.5,12.2,2339,91.6,91.47,43,191,169,-0.09999999999999432,6.06,108,150,117,148,303,328,298
358,664192,"Lucchesi, Joey",2643,13.5,0.291,0.233,0.31,0.523,0.361,0.361,0.3,25,86,89.7,10.6,2232,90.5,90.67,31,170,188,0.20000000000000284,6.32,113,154,116,149,307,330,303
344,547179,"Lorenzen, Michael",1335,25.8,0.25,0.044,0.262,0.294,0.271,0.316,0.276,17,68,84.2,11.8,2596,93.8,92.65,38,159,185,-1.2000000000000028,5.47,114,155,115,147,296,316,291
342,606930,"Barnes, Jacob",661,51.7,0.241,0.177,0.268,0.418,0.307,0.289,0.222,19,79,89,6.3,2369,88.3,88.62,50,160,182,0.29999999999999716,6.38,113,154,124,150,301,323,299
340,608379,"Wacha, Michael",2199,15.5,0.333,0.217,0.306,0.551,0.406,0.415,0.326,23,69,88.2,5.4,2097,89.4,90.39,29,155,185,1,6.56,110,150,109,148,297,321,295
339,502624,"Anderson, Chase",2392,14.2,0.187,0.173,0.214,0.36,0.238,0.314,0.263,14,75,84.5,15.7,2382,90.6,89.86,38,169,170,-0.6999999999999886,5.6,111,159,114,152,302,319,296
338,607352,"Biagini, Joe",1142,29.6,0.205,0.133,0.294,0.337,0.251,0.264,0.214,17,83,85,7.4,2243,87.8,87.18,76,180,158,-0.5999999999999943,5.83,108,152,119,147,305,324,294
328,605135,"Bassitt, Chris",2430,13.5,0.344,0.361,0.298,0.705,0.456,0.395,0.27,21,61,89.2,18.3,2253,88.3,88.26,38,152,176,0,5.97,110,147,119,151,300,325,301
327,450203,"Morton, Charlie",3139,10.4,0.245,0.184,0.244,0.429,0.308,0.354,0.301,12,49,85.2,14,2436,85.4,84.74,47,136,191,-0.7000000000000028,5.71,107,156,113,149,293,323,297
324,592346,"González, Chi Chi",1145,28.3,0.263,0.163,0.281,0.425,0.306,0.307,0.27,21,80,88,18.8,2535,86.9,85.94,32,152,172,-1,5.31,112,152,118,146,307,333,307
322,456034,"Price, David",1862,17.3,0.25,0.125,0.39,0.375,0.289,0.245,0.197,18,72,89.5,12.6,2193,88.5,87.97,35,129,193,-0.5,5.83,106,150,116,149,291,323,285
320,621097,"Waguespack, Jacob",1333,24,0.26,0.247,0.276,0.507,0.349,0.364,0.294,19,73,90.8,10.5,1984,89.2,89.69,26,160,160,0.5,6.43,111,155,117,150,306,330,300
319,642152,"Trivino, Lou",987,32.3,0.26,0.205,0.356,0.466,0.329,0.243,0.193,19,73,83.9,17.9,2434,92.1,92.01,68,162,157,-0.09999999999999432,6.01,109,147,119,149,299,322,298
318,519393,"Walden, Marcus",1268,25.1,0.164,0.014,0.2,0.178,0.238,0.295,0.224,12,73,87.6,8.1,2276,91.7,92.79,27,143,175,1.0999999999999943,6.58,109,150,115,149,282,320,294
317,605200,"Davies, Zach",2680,11.8,0.226,0.226,0.214,0.453,0.343,0.365,0.254,12,53,88.2,14.1,2313,87,86.6,12,133,184,-0.4000000000000057,5.87,113,164,116,154,303,322,301
316,502239,"Cahill, Trevor",1788,17.7,0.215,0.215,0.22,0.431,0.288,0.255,0.199,14,65,85,5.3,2154,85.8,85.44,54,152,164,-0.3999999999999915,5.91,113,152,117,146,298,317,288
315,542888,"Armstrong, Shawn",1132,27.8,0.294,0.147,0.34,0.441,0.357,0.356,0.274,20,68,84.4,18.1,2597,89.9,89.91,37,153,162,0,6.17,103,151,113,146,302,326,298
309,622065,"Young, Alex",1325,23.3,0.268,0.31,0.241,0.577,0.386,0.418,0.308,19,71,86.4,21.7,2347,84.9,84.01,44,171,138,-0.9000000000000057,5.55,112,155,113,151,299,324,299
295,572888,"Greene, Shane",949,31.1,0.169,0.143,0.2,0.312,0.234,0.296,0.218,13,77,88.7,20.5,2474,87.7,86.42,45,149,146,-1.2999999999999972,5.25,109,150,114,149,302,331,299
293,643230,"Brault, Steven",2001,14.6,0.155,0.085,0.257,0.239,0.206,0.263,0.195,11,71,90.5,14.3,2211,83.5,84.55,74,151,142,1.0999999999999943,6.77,111,150,120,147,307,323,296
292,451584,"Davis, Wade",839,34.8,0.262,0.123,0.319,0.385,0.341,0.365,0.285,17,65,88.9,11.1,2722,88.9,88.76,41,133,159,-0.10000000000000853,5.74,113,151,114,147,311,334,310
285,543135,"Eovaldi, Nathan",1264,22.5,0.344,0.164,0.373,0.508,0.43,0.429,0.312,21,61,92.3,10.2,2345,93.2,93.06,14,118,167,-0.10000000000000853,6.08,109,152,118,149,285,321,292
283,592879,"Wojciechowski, Asher",1467,19.3,0.234,0.156,0.269,0.391,0.272,0.274,0.238,15,64,83.9,19,2408,85.7,86.22,52,145,138,0.5,6.43,106,153,115,147,298,328,298
277,663465,"Allard, Kolby",837,33.1,0.26,0.156,0.3,0.416,0.319,0.315,0.273,20,77,88.9,6.8,2151,87.7,87.03,29,147,130,-0.7000000000000028,5.72,104,151,114,146,294,324,299
272,453329,"Buchholz, Clay",963,28.2,0.324,0.25,0.345,0.574,0.392,0.4,0.309,22,68,84.7,13.2,2273,84.4,84.32,35,144,128,-0.10000000000000853,6.08,109,154,115,149,302,322,300
271,458677,"Wilson, Justin",692,39.2,0.197,0.049,0.245,0.246,0.227,0.262,0.222,12,61,81.8,1.6,2459,90.1,89.59,33,142,129,-0.5,5.73,110,148,112,144,295,312,293
268,543557,"Montgomery, Mike",1579,17,0.294,0.137,0.389,0.431,0.333,0.338,0.279,15,51,86.9,10.7,2050,87.7,87.82,30,123,145,0.09999999999999432,6.21,106,150,118,143,302,327,301
261,621345,"Minter, A.J.",588,44.4,0.274,0.097,0.381,0.371,0.326,0.311,0.231,17,62,88,15,2437,91.5,91.11,54,160,101,-0.4000000000000057,5.74,109,149,112,149,304,325,297
255,650644,"Civale, Aaron",863,29.5,0.235,0.265,0.269,0.5,0.324,0.307,0.241,16,68,86.2,20.1,2624,87.9,87.1,32,143,112,-0.8000000000000114,5.44,111,154,118,152,291,317,290
253,661403,"Clase, Emmanuel",345,73.3,0.243,0.186,0.3,0.429,0.309,0.288,0.242,17,70,85.5,2.9,2566,99.2,99.79,33,128,125,0.5999999999999943,6.41,110,153,115,149,291,324,301
252,643327,"Godley, Zack",1548,16.3,0.236,0.145,0.277,0.382,0.316,0.346,0.275,13,55,84.5,21.4,2238,88.5,87.3,32,139,113,-1.2000000000000028,5.43,110,154,118,151,304,327,302
248,657141,"Yamamoto, Jordan",1377,18,0.226,0.17,0.238,0.396,0.303,0.349,0.273,12,53,86.8,15,2517,85.9,85.35,37,128,120,-0.6000000000000085,5.81,107,154,113,148,304,328,294
244,456696,"Hernandez, David",787,31,0.204,0.185,0.281,0.389,0.28,0.252,0.193,11,54,84,22.7,2400,85.9,85.35,59,137,107,-0.6000000000000085,5.86,115,152,117,144,295,317,289
243,670950,"Richards, Trevor",2290,10.6,0.34,0.18,0.34,0.52,0.387,0.366,0.282,17,50,89.7,21.9,2030,85.2,85.33,17,97,146,0.09999999999999432,6.26,107,157,117,147,303,329,301
241,433589,"Petit, Yusmeiro",1154,20.9,0.155,0.034,0.196,0.19,0.174,0.213,0.178,9,58,84.6,22.5,2224,85.4,86.72,44,124,117,1.2999999999999972,6.9,105,148,121,147,303,325,296
240,519443,"Workman, Brandon",1244,19.3,0.077,0.026,0.115,0.103,0.226,0.326,0.187,3,39,85,3.5,2196,87,88.44,42,99,141,1.4000000000000057,6.9,109,150,116,148,287,322,290
240,543883,"Vincent, Nick",751,32,0.344,0.311,0.381,0.656,0.413,0.337,0.275,21,61,89.7,11.7,2417,86.9,86.14,30,123,117,-0.8000000000000114,5.58,110,149,117,146,296,317,290
238,608678,"Leone, Dominic",682,34.9,0.182,0.127,0.273,0.309,0.228,0.238,0.188,10,55,87.6,10.4,2485,89.7,89.58,44,122,116,-0.10000000000000853,6.1,112,151,113,149,300,325,300
232,605446,"Rodríguez, Dereck",1668,13.9,0.212,0.135,0.25,0.346,0.256,0.31,0.265,11,52,87.6,11.9,2165,86.6,87.04,29,123,109,0.4000000000000057,6.33,107,150,114,146,300,328,294
231,473879,"Dyson, Sam",848,27.2,0.167,0.074,0.235,0.241,0.19,0.184,0.162,9,54,85.5,11.9,2588,91.1,89.58,31,124,107,-1.5,5.11,114,153,112,148,301,330,300
223,605397,"Musgrove, Joe",2657,8.4,0.254,0.271,0.235,0.525,0.351,0.359,0.296,15,59,87.9,16.5,2514,88.7,88.26,22,125,98,-0.4000000000000057,5.71,109,149,116,149,305,325,298
222,607200,"Fedde, Erick",1287,17.2,0.157,0.157,0.13,0.314,0.248,0.334,0.249,8,51,84.9,11.4,2079,87.2,87.41,27,116,106,0.20000000000000284,6.23,113,149,115,147,300,316,297
222,592229,"Covey, Dylan",1019,21.8,0.303,0.288,0.273,0.591,0.375,0.473,0.39,20,66,88.3,9.4,2162,90.9,90.33,14,110,112,-0.6000000000000085,5.71,109,150,114,148,297,323,299
218,475115,"Ross, Tyson",595,36.6,0.34,0.085,0.395,0.426,0.406,0.395,0.29,16,47,86.9,0.1,2473,89.1,87.91,14,82,136,-1.1999999999999886,5.45,108,150,114,149,297,332,295
217,594987,"Sadler, Casey",696,31.2,0.222,0.178,0.205,0.4,0.295,0.332,0.269,10,45,86.8,17.6,2600,90.2,89.58,20,110,107,-0.6000000000000085,5.68,115,160,119,146,294,319,295
214,668678,"Gallen, Zac",1387,15.4,0.3,0.217,0.364,0.517,0.348,0.307,0.269,18,60,87.7,17.2,2329,87,86.87,34,125,89,-0.09999999999999432,6.08,109,153,118,150,306,323,296
214,453286,"Scherzer, Max",2770,7.7,0.262,0.213,0.412,0.475,0.334,0.278,0.219,16,61,91.2,17.6,2441,89.8,89.48,37,140,74,-0.29999999999999716,5.91,121,152,120,150,294,315,298
208,607481,"Bummer, Aaron",1039,20,0.087,0.022,0.182,0.109,0.144,0.183,0.124,4,46,86.5,16,2227,87.9,87,51,108,100,-0.9000000000000057,5.66,111,149,114,148,292,320,298
