"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
1762,429717,"Haren, Dan",3774,46.7,0.224,0.138,0.248,0.361,0.271,,,91,407,,,,85.8,,259,983,779,,,,,,,,,
1652,518567,"Collmenter, Josh",2436,67.8,0.237,0.153,0.252,0.39,0.297,,,87,367,,,,88,,107,792,860,,,,,,,,,
1579,136880,"Halladay, Roy",3468,45.5,0.253,0.07,0.301,0.323,0.274,,,90,356,,,,91.4,,124,777,802,,,,,,,,,
1043,518516,"Bumgarner, Madison",3202,32.6,0.228,0.055,0.315,0.284,0.246,,,66,289,,,,88,,135,583,460,,,,,,,,,
1026,435221,"McCarthy, Brandon",2499,41.1,0.22,0.145,0.257,0.365,0.267,,,62,282,,,,90.9,,128,604,422,,,,,,,,,
925,112020,"Carpenter, Chris",3613,25.6,0.236,0.056,0.301,0.292,0.251,,,59,250,,,,88.3,,164,558,367,,,,,,,,,
873,425856,"Floyd, Gavin",2995,29.1,0.192,0.168,0.195,0.36,0.271,,,41,214,,,,86.2,,128,488,385,,,,,,,,,
800,121250,"Rivera, Mariano",915,87.4,0.226,0.08,0.302,0.307,0.249,,,45,199,,,,92.1,,78,403,397,,,,,,,,,
771,452657,"Lester, Jon",3192,24.2,0.183,0.092,0.285,0.275,0.243,,,40,218,,,,89.3,,123,442,329,,,,,,,,,
768,445276,"Jansen, Kenley",982,78.2,0.151,0.086,0.299,0.237,0.247,,,23,152,,,,93.9,,136,357,411,,,,,,,,,
766,424324,"Lee, Cliff",3403,22.5,0.291,0.17,0.339,0.462,0.341,,,65,223,,,,86.9,,85,415,351,,,,,,,,,
750,502085,"Robertson, David",1212,61.9,0.168,0.058,0.268,0.226,0.247,,,23,137,,,,93.5,,66,293,457,,,,,,,,,
693,458708,"Tomlin, Josh",2370,29.2,0.281,0.153,0.299,0.434,0.324,,,55,196,,,,85.1,,100,395,298,,,,,,,,,
684,433579,"Danks, John",2753,24.8,0.265,0.164,0.324,0.429,0.314,,,50,189,,,,88.9,,91,400,284,,,,,,,,,
679,218596,"Hudson, Tim",3204,21.2,0.194,0.1,0.256,0.294,0.241,,,35,180,,,,85.4,,126,358,321,,,,,,,,,
675,407793,"Lackey, John",2844,23.7,0.222,0.113,0.28,0.335,0.265,,,43,194,,,,86.8,,89,360,315,,,,,,,,,
653,502190,"Leake, Mike",2552,25.6,0.24,0.151,0.26,0.391,0.298,,,43,179,,,,88.7,,55,324,329,,,,,,,,,
607,451532,"Billingsley, Chad",3221,18.8,0.22,0.11,0.248,0.329,0.277,,,36,164,,,,88,,70,327,280,,,,,,,,,
582,452249,"Owings, Micah",1040,56,0.241,0.19,0.267,0.431,0.347,,,28,116,,,,87.1,,62,295,287,,,,,,,,,
534,450729,"Fister, Doug",3195,16.7,0.261,0.098,0.291,0.359,0.281,,,40,153,,,,87.1,,43,280,254,,,,,,,,,
532,277417,"Beckett, Josh",2994,17.8,0.207,0.172,0.215,0.379,0.264,,,30,145,,,,91,,82,321,211,,,,,,,,,
529,239795,"Durbin, Chad",1224,43.2,0.33,0.205,0.365,0.536,0.38,,,37,112,,,,88.4,,59,269,260,,,,,,,,,
521,448306,"Shields, James",3576,14.6,0.227,0.13,0.274,0.357,0.264,,,35,154,,,,87.2,,36,260,261,,,,,,,,,
500,460366,"Thompson, Rich",918,54.5,0.277,0.109,0.321,0.386,0.323,,,28,101,,,,88.6,,61,250,250,,,,,,,,,
494,451788,"Marcum, Shaun",3181,15.5,0.182,0.068,0.24,0.25,0.24,,,24,132,,,,85.2,,55,251,243,,,,,,,,,
474,450306,"Vargas, Jason",3250,14.6,0.276,0.114,0.311,0.39,0.301,,,34,123,,,,84.4,,29,225,249,,,,,,,,,
474,450351,"Wilson, C.J.",3592,13.2,0.168,0.05,0.219,0.218,0.231,,,17,101,,,,87.9,,44,210,264,,,,,,,,,
467,279824,"Buehrle, Mark",3146,14.8,0.248,0.156,0.245,0.404,0.288,,,27,109,,,,81.9,,34,218,249,,,,,,,,,
463,452718,"Kendrick, Kyle",1731,26.7,0.226,0.104,0.278,0.33,0.265,,,26,115,,,,87.6,,35,227,236,,,,,,,,,
460,502009,"Latos, Mat",3149,14.6,0.274,0.066,0.315,0.34,0.302,,,29,106,,,,93.5,,36,215,245,,,,,,,,,
446,430935,"Hamels, Cole",3132,14.2,0.226,0.105,0.267,0.331,0.269,,,28,124,,,,89.1,,36,223,223,,,,,,,,,
443,460024,"Hochevar, Luke",3118,14.2,0.24,0.25,0.225,0.49,0.337,,,24,100,,,,89.1,,66,228,215,,,,,,,,,
416,408206,"Myers, Brett",3348,12.4,0.315,0.217,0.32,0.533,0.398,,,29,92,,,,88.8,,19,176,240,,,,,,,,,
410,477003,"Niese, Jonathon",2493,16.4,0.356,0.212,0.371,0.567,0.414,,,37,104,,,,87.7,,42,224,186,,,,,,,,,
410,400291,"Moseley, Dustin",1875,21.9,0.237,0.07,0.248,0.307,0.259,,,27,114,,,,86.7,,26,199,211,,,,,,,,,
388,543766,"Shaw, Bryan",491,79,0.293,0.067,0.382,0.36,0.337,,,22,75,,,,93.7,,48,198,190,,,,,,,,,
360,488984,"Hunter, Tommy",1299,27.7,0.168,0.168,0.159,0.336,0.237,,,18,107,,,,87.9,,27,190,170,,,,,,,,,
360,453343,"Melancon, Mark",1118,32.2,0.22,0.088,0.247,0.308,0.272,,,20,91,,,,93.1,,34,178,182,,,,,,,,,
351,407825,"Guerrier, Matt",1016,34.5,0.189,0.053,0.265,0.242,0.228,,,18,95,,,,87.4,,70,197,154,,,,,,,,,
347,150277,"Davis, Doug",867,40,0.299,0.091,0.367,0.39,0.354,,,23,77,,,,82.2,,39,161,186,,,,,,,,,
346,448147,"Blackburn, Nick",2429,14.2,0.333,0.144,0.37,0.478,0.371,,,30,90,,,,87.9,,23,176,170,,,,,,,,,
317,446185,"Ondrusek, Logan",985,32.2,0.323,0.194,0.347,0.516,0.389,,,30,93,,,,91.2,,36,178,139,,,,,,,,,
300,469686,"Aceves, Alfredo",1757,17.1,0.276,0.171,0.31,0.447,0.342,,,21,76,,,,90.9,,36,163,137,,,,,,,,,
299,276514,"Gregg, Kevin",1190,25.1,0.239,0.197,0.283,0.437,0.354,,,17,71,,,,88.4,,25,132,167,,,,,,,,,
295,150414,"Westbrook, Jake",3057,9.6,0.323,0.145,0.345,0.468,0.355,,,20,62,,,,86.3,,28,152,143,,,,,,,,,
288,408241,"Peavy, Jake",1856,15.5,0.354,0.123,0.375,0.477,0.358,,,23,65,,,,86.9,,25,143,145,,,,,,,,,
284,117955,"Lowe, Derek",3226,8.8,0.31,0.155,0.378,0.466,0.336,,,18,58,,,,86,,16,113,171,,,,,,,,,
282,446209,"Litsch, Jesse",1272,22.2,0.173,0.192,0.167,0.365,0.297,,,9,52,,,,89.7,,23,109,173,,,,,,,,,
281,456034,"Price, David",3696,7.6,0.244,0.122,0.375,0.366,0.282,,,20,82,,,,89.5,,23,120,161,,,,,,,,,
274,136734,"Dotel, Octavio",853,32.1,0.241,0.241,0.256,0.481,0.341,,,13,54,,,,91.9,,32,126,148,,,,,,,,,
272,465657,"Soria, Joakim",1040,26.2,0.233,0.133,0.261,0.367,0.289,,,14,60,,,,90,,26,118,154,,,,,,,,,
267,445163,"Janssen, Casey",877,30.4,0.323,0.161,0.383,0.484,0.386,,,20,62,,,,91,,22,131,136,,,,,,,,,
267,425647,"Carrasco, D.J.",853,31.3,0.416,0.195,0.403,0.61,0.462,,,32,77,,,,87.1,,19,156,111,,,,,,,,,
267,468396,"Ogando, Alexi",2728,9.8,0.286,0.143,0.3,0.429,0.332,,,20,70,,,,95.7,,24,155,112,,,,,,,,,
266,407297,"Cruz, Juan",895,29.7,0.203,0.085,0.282,0.288,0.261,,,12,59,,,,88.2,,36,126,140,,,,,,,,,
253,458567,"Sonnanstine, Andy",537,47.1,0.288,0.373,0.234,0.661,0.439,,,17,59,,,,85.3,,11,109,144,,,,,,,,,
