"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
1679,136880,"Halladay, Roy",3394,49.5,0.267,0.144,0.294,0.412,0.314,,,115,430,,,,91.9,,158,911,768,,,,,,,,,
1606,150277,"Davis, Doug",3469,46.3,0.258,0.144,0.272,0.402,0.343,,,99,383,,,,83.2,,102,783,823,,,,,,,,,
1177,446454,"Bannister, Brian",2522,46.7,0.319,0.158,0.316,0.477,0.374,,,91,285,,,,87.4,,50,507,670,,,,,,,,,
1038,120485,"Pettitte, Andy",3287,31.6,0.233,0.142,0.274,0.375,0.303,,,56,240,,,,89.3,,63,442,596,,,,,,,,,
943,121250,"Rivera, Mariano",1027,91.8,0.183,0.098,0.236,0.281,0.226,,,41,224,,,,91.9,,79,440,503,,,,,,,,,
894,458567,"Sonnanstine, Andy",1713,52.2,0.317,0.195,0.326,0.512,0.388,,,65,205,,,,87,,55,396,498,,,,,,,,,
859,425856,"Floyd, Gavin",2981,28.8,0.261,0.136,0.307,0.397,0.323,,,52,199,,,,86.5,,161,498,361,,,,,,,,,
850,444857,"Feldman, Scott",3179,26.7,0.198,0.052,0.217,0.25,0.233,,,38,192,,,,90.8,,58,399,451,,,,,,,,,
807,429717,"Haren, Dan",3460,23.3,0.192,0.131,0.208,0.324,0.235,,,41,213,,,,87,,141,461,346,,,,,,,,,
751,433578,"Cormier, Lance",1235,60.8,0.242,0.105,0.249,0.347,0.293,,,46,190,,,,88.4,,51,362,389,,,,,,,,,
747,433579,"Danks, John",3210,23.3,0.183,0.067,0.215,0.25,0.219,,,33,180,,,,86.8,,109,397,350,,,,,,,,,
734,112020,"Carpenter, Chris",2670,27.5,0.206,0.083,0.236,0.289,0.228,,,37,180,,,,88.3,,117,420,314,,,,,,,,,
704,122987,"Suppan, Jeff",2740,25.7,0.291,0.206,0.284,0.497,0.357,,,48,165,,,,84.2,,55,335,369,,,,,,,,,
698,425794,"Wainwright, Adam",3614,19.3,0.206,0.042,0.244,0.248,0.214,,,34,165,,,,85.8,,111,386,312,,,,,,,,,
640,452657,"Lester, Jon",3404,18.8,0.244,0.09,0.34,0.333,0.28,,,38,156,,,,89.6,,104,352,288,,,,,,,,,
627,502085,"Robertson, David",865,72.5,0.226,0.148,0.303,0.374,0.323,,,26,115,,,,92.3,,56,225,402,,,,,,,,,
624,448147,"Blackburn, Nick",3102,20.1,0.23,0.161,0.243,0.391,0.278,,,40,174,,,,86.9,,64,318,306,,,,,,,,,
590,448306,"Shields, James",3327,17.7,0.258,0.136,0.318,0.394,0.299,,,51,198,,,,86.7,,58,306,284,,,,,,,,,
564,451532,"Billingsley, Chad",3250,17.4,0.269,0.117,0.34,0.386,0.323,,,39,145,,,,88.5,,101,334,230,,,,,,,,,
557,425647,"Carrasco, D.J.",1457,38.2,0.318,0.115,0.346,0.432,0.348,,,47,148,,,,88.9,,51,288,269,,,,,,,,,
551,279824,"Buehrle, Mark",3213,17.1,0.307,0.26,0.292,0.567,0.388,,,39,127,,,,81.8,,33,276,275,,,,,,,,,
512,119154,"Millwood, Kevin",3273,15.6,0.333,0.238,0.306,0.571,0.4,,,35,105,,,,88.8,,27,225,287,,,,,,,,,
501,217096,"Zito, Barry",3204,15.6,0.206,0.121,0.234,0.326,0.245,,,29,141,,,,80.4,,69,308,193,,,,,,,,,
491,430665,"Medders, Brandon",1127,43.6,0.259,0.107,0.278,0.366,0.316,,,29,112,,,,90.2,,23,211,280,,,,,,,,,
491,424324,"Lee, Cliff",3533,13.9,0.286,0.156,0.333,0.442,0.312,,,44,154,,,,86.5,,46,292,199,,,,,,,,,
445,115399,"Hampton, Mike",1849,24.1,0.292,0.177,0.352,0.469,0.341,,,28,96,,,,86.4,,58,221,224,,,,,,,,,
439,119469,"Moyer, Jamie",2652,16.6,0.229,0.186,0.211,0.415,0.299,,,27,118,,,,79.3,,23,200,239,,,,,,,,,
434,461212,"Palmer, Matt",1919,22.6,0.257,0.162,0.279,0.419,0.36,,,27,105,,,,88.4,,32,200,234,,,,,,,,,
400,400061,"Oswalt, Roy",2784,14.4,0.231,0.132,0.241,0.363,0.28,,,21,91,,,,85,,50,196,204,,,,,,,,,
392,239795,"Durbin, Chad",1275,30.7,0.171,0.134,0.186,0.305,0.243,,,14,82,,,,87.2,,44,170,222,,,,,,,,,
389,434678,"Davies, Kyle",2171,17.9,0.278,0.133,0.297,0.411,0.332,,,25,90,,,,88.8,,41,181,208,,,,,,,,,
366,456034,"Price, David",2280,16.1,0.361,0.306,0.35,0.667,0.454,,,26,72,,,,85.9,,24,168,198,,,,,,,,,
366,407793,"Lackey, John",2753,13.3,0.207,0.126,0.281,0.333,0.24,,,18,87,,,,83.1,,80,175,191,,,,,,,,,
353,425768,"Guzman, Angel",965,36.6,0.207,0.159,0.219,0.366,0.271,,,17,82,,,,90.6,,51,186,167,,,,,,,,,
352,133460,"Ortiz, Russ",1590,22.1,0.236,0.111,0.308,0.347,0.344,,,17,72,,,,90.6,,34,149,203,,,,,,,,,
322,455605,"Martin, J.D.",1291,24.9,0.294,0.153,0.301,0.447,0.346,,,25,85,,,,85.4,,19,162,160,,,,,,,,,
301,457732,"Bailey, Andrew",1261,23.9,0.189,0.105,0.211,0.295,0.22,,,18,95,,,,89.4,,47,170,131,,,,,,,,,
288,433657,"Bush, Dave",1856,15.5,0.222,0.143,0.231,0.365,0.275,,,14,63,,,,83,,29,140,148,,,,,,,,,
286,119215,"Moehler, Brian",2516,11.4,0.296,0.099,0.379,0.395,0.307,,,24,81,,,,84.9,,32,128,158,,,,,,,,,
279,452249,"Owings, Micah",2087,13.4,0.236,0.139,0.306,0.375,0.307,,,17,72,,,,88.4,,22,134,145,,,,,,,,,
263,133221,"Speier, Justin",712,36.9,0.25,0.181,0.283,0.431,0.324,,,18,72,,,,86.2,,30,133,130,,,,,,,,,
261,407825,"Guerrier, Matt",1079,24.2,0.221,0.088,0.277,0.309,0.257,,,15,68,,,,85.9,,42,123,138,,,,,,,,,
258,429781,"Correia, Kevin",3172,8.1,0.231,0.246,0.289,0.477,0.322,,,15,65,,,,91.9,,27,124,134,,,,,,,,,
250,469686,"Aceves, Alfredo",1247,20,0.25,0.092,0.269,0.342,0.291,,,19,76,,,,89.1,,19,138,112,,,,,,,,,
245,433589,"Petit, Yusmeiro",1517,16.2,0.268,0.196,0.316,0.464,0.362,,,15,56,,,,87.5,,24,100,145,,,,,,,,,
243,346800,"Rivera, Saul",620,39.2,0.377,0.213,0.435,0.59,0.444,,,23,61,,,,87,,22,123,120,,,,,,,,,
230,407193,"Lyon, Brandon",1184,19.4,0.212,0.077,0.233,0.288,0.228,,,11,52,,,,89.8,,28,116,114,,,,,,,,,
217,452298,"Cameron, Kevin",291,74.6,0.239,0.087,0.27,0.326,0.3,,,11,46,,,,88.9,,21,98,119,,,,,,,,,
