"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
1286,543521,"McHugh, Collin",3241,39.7,0.307,0.125,0.337,0.432,0.342,0.301,0.259,120,391,85.7,11.7,2359,87.4,87.68,118,713,573,0.29999999999999716,6.35,107,147,107,148,274,308,279
1276,518567,"Collmenter, Josh",1925,66.3,0.288,0.212,0.291,0.5,0.353,0.377,0.303,95,330,86,17.8,1921,85.4,84.09,73,615,661,-1.3000000000000114,5.47,110,153,113,149,300,319,298
1188,429717,"Haren, Dan",2906,40.9,0.241,0.172,0.251,0.414,0.299,0.314,0.259,70,290,85.6,20.4,2219,83.9,82.35,103,591,597,-1.6000000000000085,5.38,112,150,109,147,293,313,293
997,518516,"Bumgarner, Madison",3312,30.1,0.237,0.105,0.305,0.342,0.268,0.283,0.24,54,228,89,3.5,2177,86.8,86.32,159,513,484,-0.5,6.04,110,147,110,144,293,315,291
783,543766,"Shaw, Bryan",1044,75,0.222,0.117,0.269,0.34,0.286,0.317,0.239,36,162,88.2,3.7,2321,92.6,91.87,82,361,422,-0.6999999999999886,5.64,108,150,110,147,287,306,289
759,452657,"Lester, Jon",3185,23.8,0.261,0.113,0.35,0.374,0.299,0.271,0.224,58,222,85.1,12.2,2289,88.5,87.82,107,453,306,-0.7000000000000028,5.94,110,149,105,146,285,299,282
756,501789,"Harris, Will",1127,67.1,0.19,0.141,0.203,0.331,0.263,0.297,0.225,31,163,87.1,8.9,2371,92.3,92.27,61,353,403,0,6.36,107,147,106,148,274,307,277
744,456501,"Cueto, Johnny",3268,22.8,0.263,0.142,0.293,0.405,0.301,0.331,0.264,50,190,85.9,12.1,2261,88.6,87.63,52,342,402,-1,5.72,112,149,109,146,293,306,290
683,572070,"Richards, Garrett",3250,21,0.227,0.092,0.245,0.319,0.293,0.317,0.232,37,163,85.8,7.2,2437,95.8,95.02,61,346,337,-0.7999999999999972,5.89,112,147,109,148,291,318,302
682,444857,"Feldman, Scott",1771,38.5,0.208,0.138,0.209,0.346,0.272,0.314,0.26,33,159,86.2,8.7,2205,88.9,88.5,45,325,357,-0.4000000000000057,5.99,106,144,107,147,275,308,280
