"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
1096,450203,"Morton, Charlie",2987,36.7,0.127,0.06,0.205,0.187,0.18,0.227,0.173,36,283,85,5.8,3053,80.6,80.22,202,504,592,-0.3999999999999915,6.25,110,151,129,144,300,321,296
1034,425794,"Wainwright, Adam",3068,33.7,0.209,0.125,0.253,0.333,0.253,0.279,0.237,57,273,86,9,2839,73.5,72.94,129,482,552,-0.5999999999999943,6.36,117,158,116,149,298,320,299
953,628711,"Urías, Julio",2786,34.2,0.155,0.078,0.214,0.233,0.181,0.206,0.175,34,219,81.9,18.2,2885,81.4,80.27,115,439,514,-1.1000000000000085,5.55,111,155,115,150,299,315,290
937,448179,"Hill, Rich",2496,37.5,0.224,0.065,0.273,0.29,0.282,0.322,0.247,55,245,85.5,12.1,2714,71.8,70.71,87,433,504,-1.0999999999999943,6.1,104,154,115,147,303,322,294
929,621244,"Berríos, José",3043,30.5,0.203,0.142,0.313,0.345,0.244,0.25,0.2,47,232,85.9,12.4,2338,82.9,82.55,136,395,534,-0.30000000000001137,6.27,108,155,121,148,298,326,296
705,572955,"Johnson, Pierce",1045,67.5,0.207,0.154,0.286,0.361,0.262,0.275,0.216,35,169,88.2,16.9,2886,84.3,83.32,107,332,373,-1,5.74,116,153,134,145,298,322,313
698,605397,"Musgrove, Joe",2938,23.8,0.126,0.073,0.202,0.199,0.182,0.225,0.173,19,151,87.1,-0.5,2808,82.1,81.13,108,301,397,-1,5.9,114,152,137,142,299,322,310
658,608331,"Fried, Max",2558,25.7,0.16,0.093,0.28,0.253,0.198,0.203,0.165,24,150,82.7,8.2,2650,74.4,74.01,94,270,388,-0.4000000000000057,6.18,105,152,120,148,306,320,288
644,664285,"Valdez, Framber",2090,30.8,0.125,0.071,0.256,0.196,0.204,0.229,0.156,21,168,87.5,0.3,2873,77.9,76.69,123,277,367,-1.2000000000000028,5.85,109,154,117,149,291,321,290
608,656756,"Montgomery, Jordan",2570,23.7,0.191,0.072,0.333,0.263,0.217,0.216,0.177,29,152,86.9,11,2246,80,80.09,129,301,307,0.09999999999999432,6.53,107,154,119,148,298,324,287
564,607200,"Fedde, Erick",2410,23.4,0.217,0.163,0.324,0.38,0.273,0.3,0.231,28,129,87.1,14.1,2282,79.7,79.98,94,245,319,0.29999999999999716,6.57,111,154,120,145,301,322,292
549,543135,"Eovaldi, Nathan",2927,18.8,0.171,0.06,0.26,0.231,0.188,0.223,0.197,20,117,82.4,9.6,2086,78.5,78.91,91,228,321,0.4000000000000057,6.6,113,156,116,150,286,324,302
541,543475,"Lyles, Jordan",2964,18.3,0.314,0.182,0.396,0.496,0.358,0.326,0.276,43,137,90.5,7,2618,80.3,80.45,59,241,300,0.20000000000000284,6.61,115,158,124,147,300,327,297
