"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
962,425794,"Wainwright, Adam",3533,27.2,0.171,0.058,0.293,0.23,0.192,,,44,257,,,,75.6,,148,424,538,,,,,,,,,
879,605228,"Fernández, José",2609,33.7,0.116,0.048,0.208,0.165,0.16,,,29,249,,,,82.3,,140,425,454,,,,,,,,,
777,444857,"Feldman, Scott",2993,26,0.163,0.127,0.193,0.289,0.23,,,27,166,,,,75.6,,100,308,469,,,,,,,,,
734,467100,"Nova, Iván",2093,35.1,0.152,0.085,0.289,0.236,0.225,,,25,165,,,,81.3,,124,262,472,,,,,,,,,
701,461829,"González, Gio",3315,21.1,0.113,0.053,0.205,0.166,0.143,,,17,151,,,,78.9,,87,246,455,,,,,,,,,
675,450729,"Fister, Doug",3351,20.1,0.211,0.112,0.348,0.323,0.256,,,34,161,,,,73.9,,120,285,390,,,,,,,,,
653,500779,"Quintana, José",3335,19.6,0.245,0.204,0.272,0.449,0.309,,,36,147,,,,80.1,,78,287,366,,,,,,,,,
651,544931,"Strasburg, Stephen",2851,22.8,0.134,0.045,0.278,0.178,0.154,,,21,157,,,,80.5,,94,234,417,,,,,,,,,
637,451596,"Gallardo, Yovani",3048,20.9,0.235,0.091,0.326,0.326,0.263,,,31,132,,,,78.5,,71,230,407,,,,,,,,,
554,450665,"Medlen, Kris",3049,18.2,0.16,0.126,0.198,0.286,0.22,,,19,119,,,,77.1,,70,236,318,,,,,,,,,
546,571946,"Miller, Shelby",2968,18.4,0.219,0.117,0.261,0.336,0.264,,,28,128,,,,79.9,,42,225,321,,,,,,,,,
533,445060,"Nolasco, Ricky",3183,16.7,0.237,0.11,0.294,0.347,0.265,,,28,118,,,,74.9,,50,201,332,,,,,,,,,
533,450351,"Wilson, C.J.",3651,14.6,0.213,0.067,0.238,0.28,0.258,,,16,75,,,,78,,45,161,372,,,,,,,,,
522,539438,"Diamond, Scott",2206,23.7,0.275,0.232,0.299,0.507,0.338,,,39,142,,,,82,,73,278,244,,,,,,,,,
513,407853,"Bedard, Erik",2679,19.1,0.225,0.108,0.3,0.333,0.263,,,27,120,,,,76.2,,52,210,303,,,,,,,,,
509,456167,"Griffin, A.J.",3212,15.8,0.155,0.063,0.25,0.218,0.164,,,22,142,,,,68.7,,65,227,282,,,,,,,,,
501,434378,"Verlander, Justin",3692,13.6,0.187,0.087,0.298,0.273,0.22,,,28,150,,,,79.4,,54,223,278,,,,,,,,,
476,465679,"Deduno, Samuel",1743,27.3,0.218,0.081,0.325,0.298,0.26,,,27,124,,,,81.8,,48,187,289,,,,,,,,,
462,519144,"Porcello, Rick",2836,16.3,0.216,0.08,0.31,0.295,0.233,,,19,88,,,,78.4,,45,150,312,,,,,,,,,
450,543475,"Lyles, Jordan",2445,18.4,0.195,0.124,0.274,0.319,0.253,,,22,113,,,,80.2,,39,181,269,,,,,,,,,
433,476451,"Hellickson, Jeremy",2887,15,0.3,0.1,0.444,0.4,0.328,,,30,100,,,,76.5,,47,164,269,,,,,,,,,
432,518748,"Grimm, Justin",1642,26.3,0.245,0.136,0.333,0.382,0.278,,,27,110,,,,78.3,,57,204,228,,,,,,,,,
428,477132,"Kershaw, Clayton",3428,12.5,0.096,0,0.212,0.096,0.085,,,14,146,,,,74.2,,75,191,237,,,,,,,,,
426,518516,"Bumgarner, Madison",3204,13.3,0.147,0.073,0.268,0.22,0.174,,,16,109,,,,77.2,,72,170,256,,,,,,,,,
425,452657,"Lester, Jon",3559,11.9,0.244,0.09,0.321,0.333,0.269,,,19,78,,,,76.3,,36,133,292,,,,,,,,,
415,217096,"Zito, Barry",2355,17.6,0.26,0.168,0.337,0.427,0.31,,,34,131,,,,71.4,,45,198,217,,,,,,,,,
409,477003,"Niese, Jonathon",2343,17.5,0.3,0.164,0.357,0.464,0.34,,,33,110,,,,75.9,,44,192,217,,,,,,,,,
402,467094,"Doubront, Felix",2845,14.1,0.281,0.078,0.4,0.359,0.283,,,18,64,,,,74.7,,28,128,274,,,,,,,,,
390,429781,"Correia, Kevin",2921,13.4,0.277,0.107,0.341,0.384,0.292,,,31,112,,,,78.4,,40,169,221,,,,,,,,,
384,120485,"Pettitte, Andy",2896,13.3,0.296,0.074,0.302,0.37,0.288,,,16,54,,,,75.6,,21,108,276,,,,,,,,,
373,450203,"Morton, Charlie",1715,21.7,0.14,0.06,0.283,0.2,0.195,,,14,100,,,,78.7,,62,153,220,,,,,,,,,
372,450308,"Weaver, Jered",2396,15.5,0.25,0.102,0.27,0.352,0.277,,,22,88,,,,72,,49,189,183,,,,,,,,,
369,445590,"Stults, Eric",3234,11.4,0.337,0.186,0.329,0.523,0.375,,,29,86,,,,66.7,,11,152,217,,,,,,,,,
363,425514,"Bell, Heath",1126,32.2,0.25,0.118,0.395,0.368,0.287,,,19,76,,,,81.8,,49,134,229,,,,,,,,,
357,519455,"Zimmermann, Jordan",3083,11.6,0.209,0.075,0.351,0.284,0.242,,,14,67,,,,77.8,,36,100,257,,,,,,,,,
357,433587,"Hernández, Félix",3175,11.2,0.273,0.2,0.277,0.473,0.329,,,15,55,,,,80.7,,33,133,224,,,,,,,,,
353,425844,"Greinke, Zack",2814,12.5,0.184,0.153,0.205,0.337,0.233,,,18,98,,,,73.2,,32,159,194,,,,,,,,,
352,518774,"Harvey, Matt",2697,13.1,0.221,0.093,0.316,0.314,0.235,,,19,86,,,,84,,43,151,201,,,,,,,,,
347,276520,"Arroyo, Bronson",2873,12.1,0.333,0.273,0.31,0.606,0.412,,,22,66,,,,70.4,,12,107,240,,,,,,,,,
347,500721,"Medina, Yoervis",1128,30.8,0.092,0.011,0.205,0.103,0.131,,,8,87,,,,85.2,,56,126,221,,,,,,,,,
341,456696,"Hernandez, David",1054,32.4,0.159,0.085,0.282,0.244,0.211,,,13,82,,,,82.5,,70,156,185,,,,,,,,,
339,458681,"Lynn, Lance",3351,10.1,0.206,0.111,0.283,0.317,0.271,,,13,63,,,,79.6,,43,121,218,,,,,,,,,
338,430912,"Cain, Matt",2922,11.6,0.257,0.149,0.291,0.405,0.298,,,19,74,,,,79.6,,24,122,216,,,,,,,,,
331,462136,"Estrada, Marco",1995,16.6,0.278,0.148,0.277,0.426,0.319,,,15,54,,,,77.8,,16,97,234,,,,,,,,,
330,502009,"Latos, Mat",3239,10.2,0.125,0.069,0.18,0.194,0.158,,,9,72,,,,78.3,,35,131,199,,,,,,,,,
329,518420,"Axelrod, Dylan",2269,14.5,0.273,0.055,0.375,0.327,0.285,,,15,55,,,,74.1,,43,110,219,,,,,,,,,
325,285064,"Vogelsong, Ryan",1748,18.6,0.339,0.214,0.333,0.554,0.383,,,19,56,,,,76.3,,25,114,211,,,,,,,,,
324,434578,"Saunders, Joe",3110,10.4,0.32,0.28,0.375,0.6,0.397,,,16,50,,,,75.5,,24,91,233,,,,,,,,,
323,572089,"Rodríguez, Paco",840,38.5,0.122,0.078,0.225,0.2,0.172,,,11,90,,,,80.5,,77,176,147,,,,,,,,,
320,407842,"Veras, Jose",1007,31.8,0.208,0.052,0.375,0.26,0.257,,,16,77,,,,77.3,,36,107,213,,,,,,,,,
317,434643,"Rodriguez, Wandy",1026,30.9,0.189,0.189,0.208,0.378,0.25,,,14,74,,,,76.1,,26,143,174,,,,,,,,,
