"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
1229,434643,"Rodriguez, Wandy",3367,36.5,0.188,0.087,0.275,0.275,0.222,,,63,335,,,,77.5,,170,599,630,,,,,,,,,
858,425794,"Wainwright, Adam",3614,23.7,0.125,0.061,0.23,0.186,0.15,,,33,264,,,,74.6,,146,395,463,,,,,,,,,
854,277417,"Beckett, Josh",3367,25.4,0.198,0.122,0.274,0.32,0.237,,,39,197,,,,77.9,,105,317,537,,,,,,,,,
773,434378,"Verlander, Justin",3937,19.6,0.191,0.095,0.304,0.286,0.22,,,38,199,,,,80.7,,66,262,511,,,,,,,,,
753,136880,"Halladay, Roy",3394,22.2,0.198,0.126,0.31,0.324,0.236,,,41,207,,,,79.1,,149,356,397,,,,,,,,,
677,451596,"Gallardo, Yovani",3202,21.1,0.166,0.065,0.295,0.231,0.208,,,28,169,,,,80.6,,107,267,410,,,,,,,,,
661,407793,"Lackey, John",2753,24,0.254,0.136,0.303,0.39,0.304,,,45,177,,,,79.3,,74,304,357,,,,,,,,,
656,452657,"Lester, Jon",3404,19.3,0.188,0.044,0.37,0.231,0.193,,,30,160,,,,78.8,,98,263,393,,,,,,,,,
633,112020,"Carpenter, Chris",2670,23.7,0.156,0.014,0.306,0.17,0.167,,,22,141,,,,75.5,,83,233,400,,,,,,,,,
585,435043,"Duke, Zach",3072,19,0.156,0.098,0.185,0.254,0.192,,,19,122,,,,74.6,,46,231,354,,,,,,,,,
585,150277,"Davis, Doug",3469,16.9,0.218,0.135,0.284,0.353,0.266,,,29,133,,,,69.6,,76,245,340,,,,,,,,,
581,453311,"Lincecum, Tim",3439,16.9,0.227,0.041,0.256,0.268,0.242,,,22,97,,,,77.2,,54,203,378,,,,,,,,,
558,217096,"Zito, Barry",3204,17.4,0.152,0.007,0.236,0.159,0.169,,,21,138,,,,73.5,,47,239,319,,,,,,,,,
552,425856,"Floyd, Gavin",2981,18.5,0.107,0.006,0.216,0.113,0.101,,,19,177,,,,80.3,,65,206,346,,,,,,,,,
547,430904,"Maholm, Paul",3051,17.9,0.254,0.105,0.326,0.36,0.277,,,29,114,,,,75.1,,52,210,337,,,,,,,,,
539,444857,"Feldman, Scott",3179,17,0.183,0.122,0.205,0.304,0.24,,,21,115,,,,77.4,,49,202,337,,,,,,,,,
534,150116,"Wolf, Randy",3286,16.3,0.224,0.069,0.245,0.293,0.23,,,26,116,,,,67.6,,41,219,315,,,,,,,,,
516,461829,"González, Gio",1829,28.2,0.137,0.04,0.314,0.177,0.156,,,17,124,,,,79.2,,95,209,307,,,,,,,,,
513,207267,"Penny, Brad",2952,17.4,0.315,0.222,0.341,0.537,0.369,,,34,108,,,,78.9,,28,193,320,,,,,,,,,
497,134320,"Vazquez, Javier",3315,15,0.171,0.055,0.305,0.226,0.184,,,25,146,,,,73.1,,86,223,274,,,,,,,,,
486,477132,"Kershaw, Clayton",3030,16,0.115,0.01,0.234,0.125,0.13,,,11,96,,,,72.8,,38,131,355,,,,,,,,,
480,458690,"Volstad, Chris",2588,18.5,0.248,0.097,0.325,0.345,0.284,,,28,113,,,,79.7,,45,181,299,,,,,,,,,
461,434578,"Saunders, Joe",3009,15.3,0.294,0.294,0.319,0.588,0.386,,,20,68,,,,76.7,,27,127,334,,,,,,,,,
455,445156,"Marshall, Sean",1424,32,0.233,0.05,0.359,0.283,0.248,,,28,120,,,,73,,56,203,252,,,,,,,,,
454,276520,"Arroyo, Bronson",3407,13.3,0.253,0.092,0.28,0.345,0.315,,,22,87,,,,69.7,,28,154,300,,,,,,,,,
439,120485,"Pettitte, Andy",3287,13.4,0.205,0.084,0.263,0.289,0.227,,,17,83,,,,75.7,,41,146,293,,,,,,,,,
438,407853,"Bedard, Erik",1456,30.1,0.227,0.062,0.318,0.289,0.279,,,22,97,,,,78.2,,42,180,258,,,,,,,,,
431,445060,"Nolasco, Ricky",3035,14.2,0.23,0.18,0.306,0.41,0.277,,,23,100,,,,75.8,,32,151,280,,,,,,,,,
431,488984,"Hunter, Tommy",1738,24.8,0.16,0.134,0.186,0.294,0.201,,,19,119,,,,77.2,,54,210,221,,,,,,,,,
430,219194,"Meche, Gil",2279,18.9,0.205,0.085,0.301,0.291,0.226,,,24,117,,,,77.5,,54,186,244,,,,,,,,,
427,499877,"Kawakami, Kenshin",2471,17.3,0.181,0.079,0.247,0.26,0.225,,,23,127,,,,69.7,,53,214,213,,,,,,,,,
425,434628,"Hammel, Jason",2771,15.3,0.087,0.026,0.217,0.113,0.114,,,10,115,,,,77.4,,89,193,232,,,,,,,,,
420,424805,"Hendrickson, Mark",1659,25.3,0.218,0.069,0.277,0.287,0.264,,,19,87,,,,74.1,,44,155,265,,,,,,,,,
415,456696,"Hernandez, David",1925,21.6,0.229,0.205,0.313,0.434,0.301,,,19,83,,,,79.1,,39,141,274,,,,,,,,,
415,425844,"Greinke, Zack",3477,11.9,0.338,0.176,0.324,0.514,0.367,,,25,74,,,,72.5,,38,158,257,,,,,,,,,
410,461212,"Palmer, Matt",1919,21.4,0.16,0.09,0.206,0.25,0.202,,,16,100,,,,76.2,,47,146,264,,,,,,,,,
408,430912,"Cain, Matt",3362,12.1,0.343,0.209,0.368,0.552,0.389,,,23,67,,,,76.1,,19,117,291,,,,,,,,,
393,448179,"Hill, Rich",1125,34.9,0.253,0.139,0.365,0.392,0.342,,,20,79,,,,71.7,,37,147,246,,,,,,,,,
387,434641,"Gutierrez, Juan",1170,33.1,0.178,0.067,0.302,0.244,0.216,,,16,90,,,,83,,55,154,233,,,,,,,,,
381,458567,"Sonnanstine, Andy",1713,22.2,0.286,0.202,0.326,0.487,0.336,,,34,119,,,,75.8,,38,190,191,,,,,,,,,
371,460069,"Romero, Ricky",2988,12.4,0.113,0.037,0.25,0.15,0.163,,,9,80,,,,77.5,,50,138,233,,,,,,,,,
