"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
1159,434643,"Rodriguez, Wandy",3145,36.9,0.204,0.079,0.289,0.283,0.243,,,57,279,,,,76,,146,547,612,,,,,,,,,
945,461829,"González, Gio",3407,27.7,0.197,0.071,0.321,0.268,0.24,,,47,239,,,,80.6,,130,387,558,,,,,,,,,
747,408206,"Myers, Brett",3348,22.3,0.175,0.08,0.256,0.255,0.194,,,35,200,,,,75.8,,122,390,357,,,,,,,,,
731,112020,"Carpenter, Chris",3613,20.2,0.219,0.066,0.34,0.285,0.231,,,33,151,,,,75.3,,84,258,473,,,,,,,,,
708,434378,"Verlander, Justin",3941,18,0.132,0.088,0.233,0.22,0.154,,,24,182,,,,79.8,,63,241,467,,,,,,,,,
690,407853,"Bedard, Erik",2228,31,0.265,0.073,0.333,0.338,0.303,,,40,151,,,,77.8,,56,309,381,,,,,,,,,
687,451596,"Gallardo, Yovani",3462,19.8,0.205,0.088,0.326,0.292,0.228,,,35,171,,,,81.2,,119,303,384,,,,,,,,,
631,150116,"Wolf, Randy",3377,18.7,0.244,0.071,0.264,0.314,0.247,,,38,156,,,,68.2,,36,244,387,,,,,,,,,
593,425856,"Floyd, Gavin",2995,19.8,0.166,0.115,0.268,0.28,0.224,,,26,157,,,,79.3,,72,224,369,,,,,,,,,
587,136880,"Halladay, Roy",3468,16.9,0.149,0.034,0.253,0.182,0.162,,,22,148,,,,77.5,,110,263,324,,,,,,,,,
575,285064,"Vogelsong, Ryan",2937,19.6,0.188,0.09,0.237,0.278,0.214,,,25,133,,,,77.1,,70,241,334,,,,,,,,,
569,467100,"Nova, Iván",2562,22.2,0.233,0.095,0.333,0.328,0.256,,,27,116,,,,80.7,,50,201,368,,,,,,,,,
565,433587,"Hernández, Félix",3609,15.7,0.243,0.063,0.347,0.306,0.251,,,27,111,,,,82.2,,55,192,373,,,,,,,,,
565,477003,"Niese, Jonathon",2493,22.7,0.23,0.062,0.36,0.292,0.253,,,37,161,,,,74.9,,68,258,307,,,,,,,,,
552,457428,"McDonald, James",2899,19,0.161,0.051,0.294,0.212,0.193,,,22,137,,,,76.8,,65,194,358,,,,,,,,,
529,450351,"Wilson, C.J.",3592,14.7,0.259,0.086,0.323,0.346,0.296,,,21,81,,,,77.6,,58,179,350,,,,,,,,,
507,435298,"Niemann, Jeff",2150,23.6,0.211,0.089,0.325,0.301,0.246,,,26,123,,,,78.8,,53,194,313,,,,,,,,,
504,277417,"Beckett, Josh",2994,16.8,0.157,0.083,0.276,0.24,0.194,,,19,121,,,,77.9,,70,185,319,,,,,,,,,
484,407842,"Veras, Jose",1229,39.4,0.092,0.042,0.193,0.133,0.147,,,11,120,,,,79.1,,65,181,303,,,,,,,,,
478,450729,"Fister, Doug",3195,15,0.222,0.122,0.305,0.344,0.256,,,20,90,,,,75.7,,49,150,328,,,,,,,,,
471,445156,"Marshall, Sean",1188,39.6,0.195,0.031,0.362,0.227,0.205,,,25,128,,,,77.8,,90,223,248,,,,,,,,,
466,435221,"McCarthy, Brandon",2499,18.6,0.231,0.062,0.293,0.292,0.226,,,30,130,,,,80.6,,44,218,248,,,,,,,,,
466,407793,"Lackey, John",2844,16.4,0.396,0.149,0.418,0.545,0.432,,,40,101,,,,79.8,,30,187,279,,,,,,,,,
457,458950,"Humber, Philip",2497,18.3,0.169,0.095,0.223,0.264,0.201,,,25,148,,,,80.2,,57,227,230,,,,,,,,,
454,134320,"Vazquez, Javier",3004,15.1,0.141,0.078,0.202,0.219,0.17,,,18,128,,,,73.5,,53,202,252,,,,,,,,,
449,450203,"Morton, Charlie",2736,16.4,0.117,0.039,0.226,0.155,0.159,,,12,103,,,,79,,65,189,260,,,,,,,,,
449,451788,"Marcum, Shaun",3181,14.1,0.213,0.12,0.212,0.333,0.255,,,16,75,,,,72.1,,26,139,310,,,,,,,,,
446,430912,"Cain, Matt",3488,12.8,0.218,0.109,0.286,0.327,0.249,,,22,101,,,,78.4,,46,167,279,,,,,,,,,
435,430580,"Simon, Alfredo",1901,22.9,0.221,0.209,0.258,0.43,0.314,,,19,86,,,,79,,40,162,273,,,,,,,,,
427,452657,"Lester, Jon",3192,13.4,0.2,0.189,0.268,0.389,0.263,,,18,90,,,,76,,43,151,276,,,,,,,,,
418,543022,"Chatwood, Tyler",2418,17.3,0.289,0.134,0.347,0.423,0.314,,,28,97,,,,79.3,,29,154,264,,,,,,,,,
408,433585,"Francis, Jeff",2953,13.8,0.167,0.128,0.183,0.295,0.2,,,13,78,,,,68.5,,33,137,271,,,,,,,,,
401,518633,"Duffy, Danny",1955,20.5,0.245,0.16,0.318,0.404,0.297,,,23,94,,,,76.1,,34,149,252,,,,,,,,,
400,115817,"Hernandez, Livan",2688,14.9,0.18,0.101,0.242,0.281,0.231,,,25,139,,,,66.8,,74,245,155,,,,,,,,,
397,445060,"Nolasco, Ricky",3196,12.4,0.256,0.244,0.327,0.5,0.324,,,23,90,,,,75.5,,42,164,233,,,,,,,,,
395,425844,"Greinke, Zack",2841,13.9,0.37,0.137,0.371,0.507,0.39,,,27,73,,,,72.9,,37,132,263,,,,,,,,,
393,449072,"McClellan, Kyle",2125,18.5,0.158,0.092,0.238,0.25,0.203,,,12,76,,,,73,,41,130,263,,,,,,,,,
393,457448,"Harrison, Matt",3016,13,0.258,0.081,0.32,0.339,0.293,,,16,62,,,,78.1,,28,124,269,,,,,,,,,
388,400291,"Moseley, Dustin",1875,20.7,0.276,0.133,0.329,0.41,0.301,,,29,105,,,,77.5,,36,189,199,,,,,,,,,
386,519259,"Schlereth, Daniel",836,46.2,0.154,0.09,0.229,0.244,0.224,,,12,78,,,,79.3,,38,142,244,,,,,,,,,
381,431162,"Stauffer, Tim",3005,12.7,0.264,0.264,0.277,0.529,0.339,,,23,87,,,,77.3,,32,145,236,,,,,,,,,
378,450308,"Weaver, Jered",3746,10.1,0.286,0.176,0.299,0.462,0.319,,,26,91,,,,71.9,,44,176,202,,,,,,,,,
378,490063,"Garza, Matt",3192,11.8,0.26,0.04,0.333,0.3,0.264,,,13,50,,,,76.3,,41,121,257,,,,,,,,,
375,502009,"Latos, Mat",3149,11.9,0.273,0.167,0.333,0.439,0.312,,,18,66,,,,78,,33,130,245,,,,,,,,,
373,488787,"Coleman, Casey",1513,24.7,0.226,0.131,0.283,0.357,0.274,,,19,84,,,,78.2,,52,159,214,,,,,,,,,
369,207267,"Penny, Brad",2951,12.5,0.293,0.202,0.308,0.495,0.337,,,29,99,,,,78.3,,24,160,209,,,,,,,,,
365,424324,"Lee, Cliff",3403,10.7,0.136,0.029,0.259,0.165,0.154,,,14,103,,,,75.5,,56,175,190,,,,,,,,,
350,518516,"Bumgarner, Madison",3202,10.9,0.3,0.138,0.418,0.438,0.325,,,24,80,,,,77.3,,39,135,215,,,,,,,,,
344,429780,"Narveson, Chris",2641,13,0.2,0.105,0.362,0.305,0.219,,,19,95,,,,73.7,,49,125,219,,,,,,,,,
344,458708,"Tomlin, Josh",2370,14.5,0.136,0.056,0.178,0.192,0.143,,,17,125,,,,74.6,,40,174,170,,,,,,,,,
338,444371,"Karstens, Jeff",2356,14.3,0.171,0.073,0.241,0.244,0.18,,,14,82,,,,70.9,,53,166,172,,,,,,,,,
336,462136,"Estrada, Marco",1549,21.7,0.262,0.123,0.314,0.385,0.299,,,17,65,,,,80.2,,30,126,210,,,,,,,,,
334,150404,"Lilly, Ted",3027,11,0.233,0.107,0.338,0.34,0.262,,,24,103,,,,70.8,,25,137,197,,,,,,,,,
326,453562,"Arrieta, Jake",2097,15.5,0.3,0.2,0.444,0.5,0.366,,,18,60,,,,78,,37,124,202,,,,,,,,,
325,499856,"Jakubauskas, Chris",1299,25,0.306,0.118,0.391,0.424,0.334,,,26,85,,,,77.1,,29,145,180,,,,,,,,,
317,425514,"Bell, Heath",1099,28.8,0.278,0.097,0.327,0.375,0.327,,,20,72,,,,82.7,,32,124,193,,,,,,,,,
316,430935,"Hamels, Cole",3132,10.1,0.211,0.053,0.367,0.263,0.226,,,12,57,,,,76.7,,40,107,209,,,,,,,,,
313,448147,"Blackburn, Nick",2429,12.9,0.386,0.211,0.412,0.596,0.415,,,22,57,,,,77.3,,23,115,198,,,,,,,,,
313,425386,"Guthrie, Jeremy",3316,9.4,0.34,0.189,0.333,0.528,0.374,,,18,53,,,,74.1,,25,121,192,,,,,,,,,
313,476451,"Hellickson, Jeremy",2954,10.6,0.197,0.239,0.244,0.437,0.286,,,14,71,,,,76,,43,123,190,,,,,,,,,
308,434628,"Hammel, Jason",2710,11.4,0.2,0.129,0.273,0.329,0.255,,,14,70,,,,78,,28,109,199,,,,,,,,,
307,519455,"Zimmermann, Jordan",2464,12.5,0.228,0.152,0.265,0.38,0.272,,,21,92,,,,78.4,,20,138,169,,,,,,,,,
303,460069,"Romero, Ricky",3374,9,0.149,0.074,0.342,0.223,0.195,,,14,94,,,,77.6,,46,133,170,,,,,,,,,
303,462102,"Hanson, Tommy",2169,14,0.104,0.078,0.212,0.182,0.151,,,8,77,,,,74.6,,56,120,183,,,,,,,,,
296,430904,"Maholm, Paul",2456,12.1,0.2,0.075,0.267,0.275,0.224,,,8,40,,,,72.5,,24,98,198,,,,,,,,,
290,457918,"Happ, J.A.",2972,9.8,0.277,0.213,0.375,0.489,0.356,,,13,47,,,,76.7,,17,93,197,,,,,,,,,
288,448802,"García, Jaime",2984,9.7,0.188,0.047,0.316,0.234,0.2,,,12,64,,,,73.4,,33,96,192,,,,,,,,,
288,429781,"Correia, Kevin",2358,12.2,0.274,0.219,0.278,0.493,0.336,,,20,73,,,,78.6,,29,127,161,,,,,,,,,
284,518703,"Furbush, Charlie",1484,19.1,0.235,0.132,0.28,0.368,0.282,,,16,68,,,,76.5,,35,129,155,,,,,,,,,
282,218596,"Hudson, Tim",3204,8.8,0.138,0.052,0.2,0.19,0.211,,,8,58,,,,76.6,,40,105,177,,,,,,,,,
278,279824,"Buehrle, Mark",3146,8.8,0.228,0.139,0.258,0.367,0.259,,,18,79,,,,72.5,,37,158,120,,,,,,,,,
276,276520,"Arroyo, Bronson",3106,8.9,0.344,0.328,0.308,0.672,0.459,,,22,64,,,,70.1,,21,120,156,,,,,,,,,
273,456696,"Hernandez, David",1192,22.9,0.099,0.049,0.219,0.148,0.155,,,8,81,,,,81.8,,63,125,148,,,,,,,,,
271,150414,"Westbrook, Jake",3057,8.9,0.347,0.16,0.421,0.507,0.361,,,26,75,,,,79.5,,29,119,152,,,,,,,,,
269,446099,"Axford, John",1240,21.7,0.121,0.017,0.212,0.138,0.151,,,7,58,,,,81.8,,32,89,180,,,,,,,,,
267,407890,"Lewis, Colby",3207,8.3,0.267,0.222,0.278,0.489,0.347,,,12,45,,,,76.7,,8,68,199,,,,,,,,,
266,469686,"Aceves, Alfredo",1757,15.1,0.271,0.237,0.342,0.508,0.373,,,16,59,,,,80.6,,18,79,187,,,,,,,,,
265,434578,"Saunders, Joe",3217,8.2,0.214,0.057,0.304,0.271,0.22,,,15,70,,,,76.5,,30,111,154,,,,,,,,,
264,468504,"Chacín, Jhoulys",3139,8.4,0.231,0.135,0.306,0.365,0.276,,,12,52,,,,78.7,,33,112,152,,,,,,,,,
263,276514,"Gregg, Kevin",1190,22.1,0.243,0.081,0.346,0.324,0.31,,,9,37,,,,80.9,,24,69,194,,,,,,,,,
261,451775,"Rodriguez Jr., Fernando",962,27.1,0.182,0.036,0.357,0.218,0.219,,,10,55,,,,78.2,,29,84,177,,,,,,,,,
261,136600,"Chen, Bruce",2519,10.4,0.271,0.042,0.419,0.313,0.274,,,13,48,,,,72.9,,18,79,182,,,,,,,,,
256,346793,"Affeldt, Jeremy",976,26.2,0.205,0.205,0.429,0.41,0.331,,,8,39,,,,77.5,,30,63,193,,,,,,,,,
253,434592,"Resop, Chris",1271,19.9,0.273,0.091,0.327,0.364,0.291,,,18,66,,,,80.4,,24,118,135,,,,,,,,,
252,124604,"Wright, Jamey",1085,23.2,0.109,0.031,0.212,0.141,0.153,,,7,64,,,,79.7,,22,87,165,,,,,,,,,
252,334492,"Pineiro, Joel",2196,11.5,0.234,0.063,0.3,0.297,0.247,,,15,64,,,,77.6,,24,104,148,,,,,,,,,
251,434671,"Sánchez, Aníbal",3225,7.8,0.333,0.156,0.4,0.489,0.379,,,15,45,,,,75.9,,11,80,171,,,,,,,,,
246,458690,"Volstad, Chris",2599,9.5,0.15,0.033,0.214,0.183,0.146,,,9,60,,,,79,,26,96,150,,,,,,,,,
244,408061,"Rodríguez, Francisco",1172,20.8,0.231,0.038,0.353,0.269,0.277,,,12,52,,,,77.1,,30,91,153,,,,,,,,,
242,525768,"Collins, Tim",1245,19.4,0.171,0.049,0.318,0.22,0.207,,,7,41,,,,74.8,,21,57,185,,,,,,,,,
240,471911,"Carrasco, Carlos",1965,12.2,0.216,0.118,0.286,0.333,0.259,,,11,51,,,,80.5,,24,96,144,,,,,,,,,
239,488846,"Duensing, Brian",2669,9,0.405,0.357,0.5,0.762,0.497,,,17,42,,,,74.2,,17,66,173,,,,,,,,,
234,453311,"Lincecum, Tim",3606,6.5,0.196,0.174,0.258,0.37,0.251,,,9,46,,,,79.3,,29,86,148,,,,,,,,,
232,446861,"Moscoso, Guillermo",2131,10.9,0.306,0.125,0.333,0.431,0.321,,,22,72,,,,79.6,,15,114,118,,,,,,,,,
227,545404,"Beachy, Brandon",2417,9.4,0.279,0.093,0.333,0.372,0.302,,,12,43,,,,74.4,,16,77,150,,,,,,,,,
226,543805,"Spence, Josh",477,47.4,0.143,0.111,0.206,0.254,0.199,,,9,63,,,,78.5,,37,115,111,,,,,,,,,
223,453646,"Villanueva, Carlos",1738,12.8,0.227,0.159,0.225,0.386,0.267,,,10,44,,,,74.4,,14,81,142,,,,,,,,,
220,599899,"Tateyama, Yoshinori",734,30,0.095,0.024,0.16,0.119,0.108,,,4,42,,,,71,,28,81,139,,,,,,,,,
216,425883,"Willis, Dontrelle",1235,17.5,0.246,0.175,0.308,0.421,0.294,,,14,57,,,,76.8,,28,102,114,,,,,,,,,
216,458709,"Lannan, John",2938,7.4,0.103,0.026,0.174,0.128,0.144,,,4,39,,,,75.1,,20,68,148,,,,,,,,,
215,421685,"Harang, Aaron",2755,7.8,0.246,0.105,0.255,0.351,0.26,,,14,57,,,,75.1,,13,96,119,,,,,,,,,
199,346871,"Cook, Aaron",1476,13.5,0.25,0.115,0.302,0.365,0.264,,,13,52,,,,73.6,,24,95,104,,,,,,,,,
197,543475,"Lyles, Jordan",1574,12.5,0.298,0.255,0.367,0.553,0.373,,,14,47,,,,77.1,,18,82,115,,,,,,,,,
195,150119,"Garcia, Freddy",2291,8.5,0.271,0.229,0.261,0.5,0.321,,,13,48,,,,72,,17,82,113,,,,,,,,,
192,434678,"Davies, Kyle",1179,16.3,0.234,0.128,0.313,0.362,0.247,,,11,47,,,,77.6,,18,71,121,,,,,,,,,
191,460059,"Pelfrey, Mike",3216,5.9,0.325,0.2,0.364,0.525,0.396,,,13,40,,,,76.6,,11,70,121,,,,,,,,,
190,407908,"Peralta, Joel",1070,17.8,0.214,0.214,0.231,0.429,0.281,,,3,14,,,,79,,8,43,147,,,,,,,,,
190,543272,"Hand, Brad",1084,17.5,0.222,0.222,0.25,0.444,0.307,,,8,36,,,,78.8,,15,71,119,,,,,,,,,
189,446185,"Ondrusek, Logan",985,19.2,0.306,0.083,0.379,0.389,0.343,,,11,36,,,,79.3,,17,72,117,,,,,,,,,
188,217096,"Zito, Barry",867,21.7,0.178,0.2,0.179,0.378,0.238,,,8,45,,,,71.2,,19,77,111,,,,,,,,,
187,116414,"Isringhausen, Jason",813,23,0.186,0.093,0.25,0.279,0.224,,,8,43,,,,77.6,,17,76,111,,,,,,,,,
184,477132,"Kershaw, Clayton",3469,5.3,0.163,0.02,0.421,0.184,0.153,,,8,49,,,,74.4,,28,60,124,,,,,,,,,
182,444446,"Balester, Collin",610,29.8,0.163,0.082,0.348,0.245,0.221,,,8,49,,,,80.7,,28,67,115,,,,,,,,,
180,460366,"Thompson, Rich",918,19.6,0.143,0.071,0.25,0.214,0.174,,,8,56,,,,77.2,,20,74,106,,,,,,,,,
179,446899,"Ziegler, Brad",888,20.2,0.13,0.074,0.333,0.204,0.163,,,7,54,,,,73.6,,35,81,98,,,,,,,,,
177,539438,"Diamond, Scott",634,27.9,0.25,0.125,0.289,0.375,0.279,,,12,48,,,,80.6,,20,90,87,,,,,,,,,
172,488984,"Hunter, Tommy",1299,13.2,0.222,0.028,0.364,0.25,0.208,,,8,36,,,,78.6,,19,76,96,,,,,,,,,
171,434622,"Jiménez, Ubaldo",3258,5.2,0.24,0.2,0.353,0.44,0.305,,,6,25,,,,76.5,,8,40,131,,,,,,,,,
171,453329,"Buchholz, Clay",1355,12.6,0.176,0.088,0.227,0.265,0.182,,,6,34,,,,77.7,,12,58,113,,,,,,,,,
167,430587,"Buchholz, Taylor",410,40.7,0.111,0,0.2,0.111,0.11,,,4,36,,,,78.4,,18,76,91,,,,,,,,,
166,493133,"Kuroda, Hiroki",3202,5.2,0.318,0.091,0.35,0.409,0.318,,,7,22,,,,79.5,,14,53,113,,,,,,,,,
165,275933,"Downs, Scott",800,20.6,0.125,0.1,0.182,0.225,0.172,,,5,40,,,,75.1,,27,74,91,,,,,,,,,
160,150274,"Nathan, Joe",817,19.6,0.25,0.107,0.333,0.357,0.262,,,7,28,,,,81.9,,13,55,105,,,,,,,,,
159,346798,"Lohse, Kyle",2804,5.7,0.282,0.103,0.297,0.385,0.293,,,11,39,,,,74.8,,4,66,93,,,,,,,,,
158,400061,"Oswalt, Roy",2159,7.3,0.259,0.093,0.406,0.352,0.29,,,14,54,,,,69.9,,25,83,75,,,,,,,,,
150,501870,"Teaford, Everett",663,22.6,0.176,0.029,0.2,0.206,0.178,,,6,34,,,,80.3,,10,60,90,,,,,,,,,
144,407825,"Guerrier, Matt",1016,14.2,0.054,0,0.095,0.054,0.063,,,2,37,,,,78.5,,17,53,91,,,,,,,,,
141,462985,"Morales, Franklin",771,18.3,0.207,0.103,0.25,0.31,0.23,,,6,29,,,,76.8,,9,59,82,,,,,,,,,
139,462956,"Paulino, Felipe",2415,5.8,0.286,0.214,0.231,0.5,0.317,,,4,14,,,,78.8,,7,39,100,,,,,,,,,
137,465065,"Escalona, Sergio",423,32.4,0.152,0.061,0.333,0.212,0.217,,,5,33,,,,79.1,,20,53,84,,,,,,,,,
