"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
1994,117955,"Lowe, Derek",3166,63,0.287,0.119,0.317,0.406,0.335,,,135,470,,,,89,,124,856,1138,,,,,,,,,
1983,218596,"Hudson, Tim",3339,59.4,0.242,0.095,0.254,0.338,0.291,,,132,545,,,,91.7,,113,960,1023,,,,,,,,,
1895,150414,"Westbrook, Jake",3333,56.9,0.312,0.157,0.326,0.469,0.374,,,141,452,,,,91.2,,74,840,1055,,,,,,,,,
1814,433584,"Hernandez, Roberto",3304,54.9,0.278,0.134,0.289,0.412,0.336,,,128,461,,,,93.2,,109,869,945,,,,,,,,,
1797,431148,"Kazmir, Scott",2737,65.7,0.287,0.201,0.303,0.488,0.385,,,106,369,,,,91.1,,123,775,1022,,,,,,,,,
1753,475416,"Masterson, Justin",3090,56.7,0.287,0.109,0.317,0.397,0.339,,,121,421,,,,91.4,,155,850,903,,,,,,,,,
1747,502239,"Cahill, Trevor",3038,57.5,0.227,0.095,0.236,0.323,0.289,,,98,431,,,,90.7,,62,725,1022,,,,,,,,,
1667,452718,"Kendrick, Kyle",2828,58.9,0.27,0.18,0.273,0.45,0.336,,,117,433,,,,90.2,,55,698,969,,,,,,,,,
1662,112020,"Carpenter, Chris",3549,46.8,0.287,0.156,0.284,0.443,0.355,,,121,422,,,,92,,68,746,916,,,,,,,,,
1657,435044,"Baker, Scott",2673,62,0.305,0.206,0.344,0.51,0.383,,,117,384,,,,92,,155,890,767,,,,,,,,,
1540,134321,"Pavano, Carl",3139,49.1,0.305,0.189,0.3,0.494,0.36,,,126,413,,,,90.6,,63,710,830,,,,,,,,,
1498,425794,"Wainwright, Adam",3356,44.6,0.267,0.143,0.299,0.41,0.335,,,95,356,,,,91.7,,59,615,883,,,,,,,,,
1483,448147,"Blackburn, Nick",2380,62.3,0.287,0.165,0.292,0.453,0.35,,,118,411,,,,91.2,,48,675,808,,,,,,,,,
1439,346871,"Cook, Aaron",1969,73.1,0.318,0.102,0.329,0.42,0.353,,,119,374,,,,90,,74,636,803,,,,,,,,,
1437,452676,"Talbot, Mitch",2630,54.6,0.301,0.159,0.317,0.46,0.382,,,91,302,,,,91.4,,46,534,903,,,,,,,,,
1434,334492,"Pineiro, Joel",2306,62.2,0.264,0.154,0.288,0.418,0.316,,,103,390,,,,88.5,,76,664,770,,,,,,,,,
1383,115817,"Hernandez, Livan",3247,42.6,0.27,0.127,0.289,0.397,0.314,,,89,330,,,,84.9,,34,507,876,,,,,,,,,
1348,451482,"Galarraga, Armando",2323,58,0.261,0.18,0.252,0.441,0.35,,,80,306,,,,91.1,,40,567,781,,,,,,,,,
1341,425386,"Guthrie, Jeremy",3325,40.3,0.233,0.13,0.232,0.363,0.295,,,81,347,,,,93.1,,51,636,705,,,,,,,,,
1341,458690,"Volstad, Chris",2828,47.4,0.294,0.165,0.31,0.46,0.368,,,91,309,,,,91.5,,56,558,783,,,,,,,,,
1335,460059,"Pelfrey, Mike",3407,39.2,0.313,0.16,0.34,0.473,0.366,,,110,351,,,,92.5,,70,660,675,,,,,,,,,
1328,279782,"Garland, Jon",3253,40.8,0.245,0.104,0.278,0.349,0.309,,,73,298,,,,90.3,,61,516,812,,,,,,,,,
1320,519144,"Porcello, Rick",2591,50.9,0.31,0.12,0.316,0.43,0.345,,,116,374,,,,90.7,,60,614,706,,,,,,,,,
1278,430904,"Maholm, Paul",3068,41.7,0.34,0.157,0.348,0.497,0.39,,,115,338,,,,88.6,,38,544,734,,,,,,,,,
1255,433657,"Bush, Dave",2953,42.5,0.298,0.2,0.305,0.498,0.379,,,82,275,,,,86.7,,55,527,728,,,,,,,,,
1225,434538,"Liriano, Francisco",3021,40.5,0.328,0.118,0.342,0.447,0.374,,,86,262,,,,94.2,,67,534,691,,,,,,,,,
1162,493133,"Kuroda, Hiroki",3028,38.4,0.278,0.115,0.294,0.393,0.319,,,92,331,,,,92.8,,85,595,567,,,,,,,,,
1156,217096,"Zito, Barry",3249,35.6,0.235,0.136,0.264,0.37,0.322,,,57,243,,,,86.1,,57,444,712,,,,,,,,,
1127,424324,"Lee, Cliff",2981,37.8,0.252,0.126,0.289,0.378,0.287,,,68,270,,,,92,,76,558,569,,,,,,,,,
1093,150116,"Wolf, Randy",3575,30.6,0.264,0.139,0.287,0.404,0.343,,,55,208,,,,88.9,,69,460,633,,,,,,,,,
1068,133225,"Dempster, Ryan",3596,29.7,0.284,0.12,0.304,0.404,0.361,,,59,208,,,,91.6,,35,389,679,,,,,,,,,
1052,136880,"Halladay, Roy",3568,29.5,0.288,0.105,0.311,0.393,0.314,,,82,285,,,,93.3,,55,483,569,,,,,,,,,
1042,434578,"Saunders, Joe",3315,31.4,0.315,0.157,0.326,0.472,0.365,,,90,286,,,,91,,36,478,564,,,,,,,,,
1033,502190,"Leake, Mike",2131,48.5,0.281,0.117,0.289,0.398,0.34,,,72,256,,,,89.1,,34,404,629,,,,,,,,,
1021,433585,"Francis, Jeff",1659,61.5,0.3,0.152,0.326,0.453,0.347,,,67,223,,,,87.7,,59,422,599,,,,,,,,,
1016,425146,"Robertson, Nate",1685,60.3,0.279,0.201,0.283,0.48,0.377,,,64,229,,,,88.2,,46,400,616,,,,,,,,,
1012,476570,"Mazzaro, Vin",2074,48.8,0.322,0.18,0.324,0.502,0.405,,,68,211,,,,91.6,,55,404,608,,,,,,,,,
996,276520,"Arroyo, Bronson",3257,30.6,0.24,0.112,0.252,0.352,0.284,,,60,250,,,,88.1,,52,452,544,,,,,,,,,
993,435043,"Duke, Zach",2638,37.6,0.372,0.186,0.382,0.557,0.437,,,94,253,,,,87.7,,51,453,540,,,,,,,,,
990,456034,"Price, David",3355,29.5,0.207,0.109,0.242,0.316,0.273,,,55,266,,,,94.9,,119,524,466,,,,,,,,,
971,458924,"Venters, Jonny",1338,72.6,0.262,0.048,0.314,0.31,0.322,,,55,210,,,,95.2,,120,442,529,,,,,,,,,
949,433587,"Hernández, Félix",3731,25.4,0.233,0.102,0.247,0.335,0.278,,,64,275,,,,94.2,,81,510,439,,,,,,,,,
933,425844,"Greinke, Zack",3445,27.1,0.277,0.107,0.281,0.384,0.315,,,67,242,,,,94.2,,34,428,505,,,,,,,,,
920,425827,"Bonderman, Jeremy",2736,33.6,0.295,0.15,0.301,0.445,0.37,,,67,227,,,,90.1,,39,406,514,,,,,,,,,
913,450308,"Weaver, Jered",3713,24.6,0.22,0.156,0.284,0.376,0.283,,,48,218,,,,90,,75,407,506,,,,,,,,,
910,489334,"Stammen, Craig",2090,43.5,0.32,0.182,0.332,0.502,0.381,,,81,253,,,,91,,60,431,479,,,,,,,,,
908,444857,"Feldman, Scott",2410,37.7,0.313,0.204,0.316,0.517,0.381,,,75,240,,,,90.9,,32,415,493,,,,,,,,,
904,461829,"González, Gio",3369,26.8,0.268,0.082,0.287,0.351,0.311,,,52,194,,,,92,,49,369,535,,,,,,,,,
893,407296,"Zambrano, Carlos",2284,39.1,0.322,0.095,0.365,0.417,0.368,,,64,199,,,,90.5,,48,366,527,,,,,,,,,
885,458006,"Albers, Matt",1302,68,0.275,0.113,0.299,0.387,0.337,,,61,222,,,,93.1,,61,420,465,,,,,,,,,
885,435298,"Niemann, Jeff",2636,33.6,0.247,0.132,0.256,0.379,0.311,,,60,243,,,,92.2,,53,452,433,,,,,,,,,
872,346798,"Lohse, Kyle",1617,53.9,0.333,0.228,0.339,0.561,0.419,,,63,189,,,,90.2,,16,302,570,,,,,,,,,
862,488846,"Duensing, Brian",1885,45.7,0.312,0.111,0.329,0.423,0.343,,,79,253,,,,91.6,,40,416,446,,,,,,,,,
861,450351,"Wilson, C.J.",3441,25,0.224,0.081,0.264,0.305,0.288,,,50,223,,,,91,,36,344,517,,,,,,,,,
830,434181,"League, Brandon",1134,73.2,0.28,0.131,0.264,0.411,0.331,,,60,214,,,,96.1,,48,403,427,,,,,,,,,
829,502009,"Latos, Mat",2965,28,0.22,0.11,0.25,0.33,0.27,,,40,182,,,,93.4,,48,352,477,,,,,,,,,
819,448269,"Bergesen, Brad",2610,31.4,0.317,0.188,0.326,0.505,0.386,,,64,202,,,,90.2,,30,340,479,,,,,,,,,
818,458003,"Hawksworth, Blake",1491,54.9,0.339,0.161,0.348,0.5,0.4,,,63,186,,,,93.7,,33,348,470,,,,,,,,,
805,150359,"Burnett, A.J.",3118,25.8,0.322,0.137,0.341,0.459,0.381,,,66,205,,,,93.7,,55,371,434,,,,,,,,,
804,456102,"Pauley, David",1419,56.7,0.313,0.202,0.292,0.514,0.392,,,65,208,,,,88.9,,23,347,457,,,,,,,,,
804,450665,"Medlen, Kris",1596,50.4,0.269,0.102,0.291,0.371,0.312,,,53,197,,,,90.7,,25,345,459,,,,,,,,,
798,400067,"Silva, Carlos",1741,45.8,0.298,0.171,0.312,0.47,0.36,,,54,181,,,,91.1,,33,347,451,,,,,,,,,
792,448694,"Wells, Randy",3086,25.7,0.335,0.081,0.355,0.416,0.354,,,62,185,,,,89.6,,47,344,448,,,,,,,,,
792,460284,"Braden, Dallas",2850,27.8,0.291,0.077,0.315,0.368,0.342,,,53,182,,,,86.4,,35,322,470,,,,,,,,,
792,453329,"Buchholz, Clay",2810,28.2,0.233,0.122,0.234,0.354,0.321,,,44,189,,,,94.6,,39,368,424,,,,,,,,,
784,279824,"Buehrle, Mark",3306,23.7,0.343,0.105,0.345,0.448,0.361,,,59,172,,,,85.9,,26,312,472,,,,,,,,,
784,429780,"Narveson, Chris",2893,27.1,0.316,0.171,0.348,0.487,0.391,,,50,158,,,,88.8,,42,327,457,,,,,,,,,
769,408206,"Myers, Brett",3457,22.2,0.274,0.111,0.303,0.384,0.315,,,52,190,,,,89.9,,45,311,458,,,,,,,,,
769,450306,"Vargas, Jason",3020,25.5,0.353,0.197,0.338,0.549,0.417,,,61,173,,,,87.1,,23,331,438,,,,,,,,,
755,430634,"Burnett, Sean",1067,70.8,0.244,0.077,0.285,0.321,0.283,,,41,168,,,,91.3,,46,340,415,,,,,,,,,
748,119154,"Millwood, Kevin",3210,23.3,0.295,0.184,0.32,0.479,0.368,,,56,190,,,,89.5,,34,336,412,,,,,,,,,
741,434884,"Rowland-Smith, Ryan",1817,40.8,0.359,0.298,0.333,0.657,0.469,,,65,181,,,,88.7,,22,347,394,,,,,,,,,
