"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
2080,425630,"Webb, Brandon",3357,62,0.295,0.098,0.314,0.393,0.336,,,151,512,,,,88.8,,95,884,1196,,,,,,,,,
1964,346871,"Cook, Aaron",3072,63.9,0.305,0.111,0.32,0.416,0.34,,,157,514,,,,91.8,,92,948,1016,,,,,,,,,
1902,431148,"Kazmir, Scott",2749,69.2,0.213,0.189,0.257,0.403,0.318,,,81,380,,,,92.4,,223,958,944,,,,,,,,,
1795,346798,"Lohse, Kyle",3174,56.6,0.325,0.18,0.344,0.505,0.382,,,137,422,,,,91.8,,49,712,1083,,,,,,,,,
1794,117955,"Lowe, Derek",3137,57.2,0.273,0.126,0.296,0.4,0.314,,,117,428,,,,90.3,,82,696,1098,,,,,,,,,
1690,150302,"Marquis, Jason",2659,63.6,0.298,0.142,0.296,0.44,0.367,,,109,366,,,,90.8,,54,680,1010,,,,,,,,,
1645,452718,"Kendrick, Kyle",2620,62.8,0.304,0.198,0.3,0.501,0.384,,,129,425,,,,90,,71,748,897,,,,,,,,,
1618,118120,"Maddux, Greg",2570,63,0.26,0.115,0.277,0.375,0.285,,,129,496,,,,84.7,,53,732,886,,,,,,,,,
1594,400067,"Silva, Carlos",2458,64.8,0.329,0.197,0.343,0.527,0.381,,,130,395,,,,90.7,,65,696,898,,,,,,,,,
1532,131702,"Looper, Braden",3231,47.4,0.299,0.162,0.306,0.46,0.355,,,98,328,,,,91,,68,647,885,,,,,,,,,
1477,433587,"Hernández, Félix",3199,46.2,0.306,0.121,0.332,0.428,0.357,,,106,346,,,,95.3,,86,692,785,,,,,,,,,
1476,132260,"Ponson, Sidney",2164,68.2,0.34,0.184,0.344,0.524,0.404,,,127,374,,,,92,,54,653,823,,,,,,,,,
1431,435044,"Baker, Scott",2694,53.1,0.287,0.167,0.308,0.454,0.349,,,96,335,,,,91.3,,121,761,670,,,,,,,,,
1424,407296,"Zambrano, Carlos",3018,47.2,0.279,0.123,0.308,0.402,0.333,,,93,333,,,,92.1,,84,602,822,,,,,,,,,
1410,451482,"Galarraga, Armando",2780,50.7,0.274,0.232,0.255,0.506,0.372,,,91,332,,,,90.5,,62,586,824,,,,,,,,,
1393,433657,"Bush, Dave",2741,50.8,0.22,0.164,0.221,0.384,0.305,,,71,323,,,,88.6,,92,619,774,,,,,,,,,
1392,433585,"Francis, Jeff",2385,58.4,0.31,0.191,0.325,0.502,0.381,,,102,329,,,,88,,85,628,764,,,,,,,,,
1350,279782,"Garland, Jon",3186,42.4,0.32,0.155,0.316,0.475,0.376,,,103,322,,,,91.1,,54,651,699,,,,,,,,,
1302,460059,"Pelfrey, Mike",3323,39.2,0.286,0.085,0.323,0.371,0.325,,,101,353,,,,93.4,,101,676,626,,,,,,,,,
1281,133225,"Dempster, Ryan",3341,38.3,0.239,0.099,0.257,0.338,0.316,,,65,272,,,,91.9,,65,526,755,,,,,,,,,
1272,425146,"Robertson, Nate",2668,47.7,0.326,0.2,0.344,0.526,0.401,,,101,310,,,,88.6,,43,507,765,,,,,,,,,
1259,276520,"Arroyo, Bronson",3436,36.6,0.324,0.192,0.346,0.516,0.374,,,93,287,,,,88.9,,75,592,667,,,,,,,,,
1256,448147,"Blackburn, Nick",2884,43.6,0.274,0.112,0.278,0.386,0.314,,,90,329,,,,91.7,,54,618,638,,,,,,,,,
1253,115817,"Hernandez, Livan",2801,44.7,0.336,0.12,0.348,0.456,0.359,,,112,333,,,,84.6,,38,508,745,,,,,,,,,
1241,424324,"Lee, Cliff",3289,37.7,0.275,0.115,0.322,0.389,0.317,,,72,262,,,,91.4,,90,588,653,,,,,,,,,
1223,217096,"Zito, Barry",3206,38.1,0.277,0.143,0.287,0.42,0.371,,,62,224,,,,85.3,,73,483,740,,,,,,,,,
1141,119608,"Mussina, Mike",3135,36.4,0.313,0.149,0.345,0.463,0.355,,,84,268,,,,87.2,,37,468,673,,,,,,,,,
1122,136880,"Halladay, Roy",3560,31.5,0.273,0.143,0.278,0.417,0.326,,,82,300,,,,93.7,,52,551,571,,,,,,,,,
1100,435043,"Duke, Zach",2928,37.6,0.337,0.16,0.336,0.497,0.38,,,103,306,,,,89.6,,40,549,551,,,,,,,,,
