"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
1787,640455,"Manaea, Sean",2980,60,0.273,0.19,0.337,0.463,0.339,0.339,0.266,111,406,91.3,15.1,1996,92.1,93.6,228,911,876,1.5,7.23,110,151,120,150,301,326,299
1352,605200,"Davies, Zach",2577,52.5,0.305,0.195,0.324,0.5,0.399,0.432,0.331,80,262,91.6,9.9,2018,88,87.76,45,459,893,-0.20000000000000284,6.14,109,155,114,150,297,323,296
1328,571927,"Matz, Steven",2557,51.9,0.296,0.126,0.37,0.422,0.344,0.34,0.276,87,294,89.1,9.6,2184,94.5,94.7,113,603,725,0.20000000000000284,6.46,106,154,118,148,295,318,287
1319,663903,"Singer, Brady",2287,57.7,0.325,0.133,0.405,0.459,0.384,0.35,0.269,83,255,88.8,7.1,2271,93.7,94.31,111,498,821,0.5999999999999943,6.61,107,158,114,147,297,323,301
1266,605288,"Houser, Adrian",2352,53.8,0.209,0.06,0.246,0.268,0.272,0.303,0.235,63,302,86.5,-5.7,2037,93.6,94.02,82,595,671,0.4000000000000057,6.54,106,151,113,146,299,319,294
1202,543294,"Hendricks, Kyle",2809,42.8,0.291,0.184,0.318,0.475,0.352,0.339,0.281,95,326,86.1,7.5,1828,87.3,86.03,77,582,620,-1.2999999999999972,5.83,109,154,114,149,299,322,294
1159,573186,"Stroman, Marcus",2741,42.3,0.295,0.133,0.329,0.428,0.338,0.364,0.305,78,264,89.3,0.7,2284,91.9,91.64,90,528,631,-0.30000000000001137,5.89,110,154,112,149,298,325,297
1089,664285,"Valdez, Framber",2090,52.1,0.263,0.093,0.267,0.356,0.308,0.337,0.276,65,247,92,-8.9,2171,92.5,91.71,61,442,647,-0.7999999999999972,5.88,109,154,115,149,292,321,291
1033,572971,"Keuchel, Dallas",2726,37.9,0.298,0.182,0.305,0.48,0.383,0.387,0.303,67,225,89.3,-1.5,1985,87.8,87.58,50,379,654,-0.20000000000000284,6.05,109,152,113,148,297,318,294
1019,622072,"Wood, Alex",2195,46.4,0.251,0.159,0.299,0.41,0.33,0.355,0.273,49,195,89.9,17.9,2098,91.8,91.67,87,424,595,-0.09999999999999432,6.26,110,153,112,148,299,322,291
1017,607200,"Fedde, Erick",2410,42.2,0.341,0.197,0.355,0.537,0.404,0.373,0.303,78,229,88.8,-0.8,1882,93.8,94.78,56,439,577,1,6.78,109,153,118,145,301,322,296
998,641540,"Dunning, Dane",1909,52.3,0.278,0.147,0.328,0.425,0.342,0.363,0.291,70,252,91.8,3.6,2034,90.4,90.79,54,429,569,0.3999999999999915,6.56,113,155,120,147,299,326,295
995,592767,"Smyly, Drew",2139,46.5,0.33,0.258,0.331,0.588,0.415,0.396,0.313,73,221,89.6,17.9,2088,92.1,91.37,71,517,478,-0.6999999999999886,5.83,108,151,122,146,302,318,291
980,502043,"Gibson, Kyle",2881,34,0.265,0.113,0.301,0.377,0.316,0.33,0.265,68,257,91.6,-0.9,2136,92.3,92.98,73,413,567,0.7000000000000028,6.7,110,152,118,147,296,324,292
949,621121,"McCullers Jr., Lance",2788,34,0.293,0.183,0.327,0.476,0.373,0.351,0.277,61,208,91.8,-0.1,2115,93.9,93.3,63,379,570,-0.6000000000000085,6.01,111,155,116,150,290,320,289
920,453562,"Arrieta, Jake",1746,52.7,0.373,0.258,0.379,0.632,0.455,0.401,0.306,78,209,90.6,5.6,2084,91.4,90.62,43,371,549,-0.8000000000000114,5.89,111,154,114,150,297,323,298
902,676840,"Peacock, Matt",1323,68.2,0.318,0.188,0.314,0.506,0.371,0.342,0.288,78,245,90.5,1.8,2043,93.4,91.71,43,425,476,-1.7000000000000028,5.33,109,151,115,150,298,325,297
901,621244,"Berríos, José",3043,29.6,0.23,0.115,0.276,0.346,0.294,0.334,0.266,56,243,88,9.5,2135,93.8,93.68,70,473,428,-0.09999999999999432,6.47,108,155,122,148,299,326,296
