"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
1142,433587,"Hernández, Félix",3434,33.3,0.146,0.084,0.208,0.23,0.188,,,47,322,,,,89.8,,232,623,519,,,,,,,,,
999,502171,"Cobb, Alex",2610,38.3,0.188,0.064,0.262,0.252,0.214,,,62,330,,,,87.5,,207,635,364,,,,,,,,,
930,433579,"Danks, John",3298,28.2,0.212,0.122,0.258,0.333,0.267,,,61,288,,,,80.4,,165,540,390,,,,,,,,,
916,450306,"Vargas, Jason",3003,30.5,0.209,0.115,0.265,0.324,0.247,,,60,287,,,,81,,201,549,367,,,,,,,,,
827,519242,"Sale, Chris",2753,30,0.22,0.108,0.283,0.327,0.254,,,49,223,,,,85.4,,166,442,385,,,,,,,,,
789,448306,"Shields, James",3632,21.7,0.236,0.142,0.302,0.378,0.282,,,55,233,,,,85.8,,132,442,347,,,,,,,,,
786,279824,"Buehrle, Mark",3082,25.5,0.278,0.158,0.292,0.436,0.316,,,65,234,,,,78.9,,80,418,368,,,,,,,,,
766,453286,"Scherzer, Max",3638,21.1,0.225,0.115,0.291,0.339,0.269,,,49,218,,,,84.4,,121,414,352,,,,,,,,,
752,425386,"Guthrie, Jeremy",3235,23.2,0.251,0.13,0.277,0.381,0.292,,,56,223,,,,86.5,,107,416,336,,,,,,,,,
749,462136,"Estrada, Marco",2534,29.6,0.19,0.176,0.205,0.367,0.27,,,40,210,,,,78.5,,148,430,319,,,,,,,,,
742,456051,"Noesí, Hector",2753,27,0.258,0.124,0.319,0.382,0.314,,,58,225,,,,87.5,,120,427,315,,,,,,,,,
740,456034,"Price, David",3730,19.8,0.255,0.127,0.304,0.382,0.294,,,52,204,,,,85.5,,126,417,323,,,,,,,,,
710,430935,"Hamels, Cole",3136,22.6,0.189,0.074,0.248,0.263,0.225,,,41,217,,,,84.8,,202,466,244,,,,,,,,,
687,434538,"Liriano, Francisco",2714,25.3,0.175,0.056,0.211,0.231,0.219,,,28,160,,,,86.2,,164,377,310,,,,,,,,,
687,445590,"Stults, Eric",2833,24.2,0.257,0.075,0.291,0.332,0.275,,,55,214,,,,80.1,,110,390,297,,,,,,,,,
672,544931,"Strasburg, Stephen",3295,20.4,0.147,0.074,0.253,0.221,0.186,,,24,163,,,,88.7,,176,385,287,,,,,,,,,
655,453311,"Lincecum, Tim",2665,24.6,0.249,0.186,0.288,0.435,0.312,,,44,177,,,,83.1,,96,338,317,,,,,,,,,
653,450308,"Weaver, Jered",3352,19.5,0.231,0.137,0.278,0.368,0.287,,,42,182,,,,78.1,,108,329,324,,,,,,,,,
647,433584,"Hernandez, Roberto",2737,23.6,0.191,0.123,0.25,0.314,0.244,,,39,204,,,,83.9,,114,366,281,,,,,,,,,
641,606273,"Elías, Roenis",2661,24.1,0.272,0.106,0.302,0.377,0.316,,,41,151,,,,86.3,,110,316,325,,,,,,,,,
614,518567,"Collmenter, Josh",2719,22.6,0.247,0.194,0.285,0.441,0.318,,,46,186,,,,79,,124,373,241,,,,,,,,,
586,431148,"Kazmir, Scott",2983,19.6,0.179,0.114,0.231,0.294,0.221,,,36,201,,,,77.6,,103,324,262,,,,,,,,,
580,452718,"Kendrick, Kyle",3102,18.7,0.204,0.118,0.243,0.322,0.259,,,31,152,,,,81.9,,120,327,253,,,,,,,,,
560,519085,"Oberholtzer, Brett",2251,24.9,0.251,0.149,0.278,0.4,0.287,,,44,175,,,,81.1,,98,322,238,,,,,,,,,
546,456501,"Cueto, Johnny",3659,14.9,0.113,0.043,0.183,0.156,0.17,,,16,141,,,,84.7,,106,306,240,,,,,,,,,
539,450172,"Volquez, Edinson",2977,18.1,0.227,0.099,0.278,0.326,0.28,,,32,141,,,,85.1,,79,285,254,,,,,,,,,
516,425844,"Greinke, Zack",3210,16.1,0.205,0.089,0.245,0.295,0.247,,,30,146,,,,87.7,,99,291,225,,,,,,,,,
493,533167,"Shoemaker, Matt",2101,23.5,0.166,0.065,0.28,0.231,0.206,,,28,169,,,,84.3,,112,306,187,,,,,,,,,
481,543548,"Milone, Tommy",1925,25,0.288,0.151,0.35,0.439,0.338,,,40,139,,,,80.6,,80,265,216,,,,,,,,,
478,622072,"Wood, Alex",2683,17.8,0.293,0.15,0.333,0.443,0.344,,,41,140,,,,83,,79,278,200,,,,,,,,,
476,461829,"González, Gio",2623,18.1,0.221,0.096,0.286,0.316,0.251,,,30,136,,,,83.5,,109,270,206,,,,,,,,,
470,502046,"Locke, Jeff",1962,24,0.266,0.195,0.312,0.461,0.333,,,41,154,,,,79.9,,115,297,173,,,,,,,,,
467,453178,"Kennedy, Ian",3402,13.7,0.235,0.206,0.306,0.441,0.338,,,24,102,,,,84.1,,96,240,227,,,,,,,,,
461,570649,"Ventura, Yordano",2985,15.4,0.216,0.095,0.3,0.31,0.254,,,25,116,,,,88.1,,74,226,235,,,,,,,,,
460,502327,"Santiago, Héctor",2273,20.2,0.248,0.12,0.278,0.368,0.297,,,33,133,,,,83.3,,46,230,230,,,,,,,,,
458,572971,"Keuchel, Dallas",3020,15.2,0.279,0.107,0.32,0.385,0.31,,,34,122,,,,79.8,,74,239,219,,,,,,,,,
453,501957,"Tillman, Chris",3411,13.3,0.304,0.222,0.324,0.526,0.371,,,41,135,,,,83.1,,61,249,204,,,,,,,,,
450,466948,"Machi, Jean",927,48.5,0.233,0.204,0.29,0.437,0.302,,,24,103,,,,86.2,,78,214,236,,,,,,,,,
449,425626,"Capuano, Chris",1640,27.4,0.175,0.049,0.236,0.224,0.19,,,25,143,,,,78.5,,92,273,176,,,,,,,,,
448,434378,"Verlander, Justin",3409,13.1,0.282,0.239,0.292,0.521,0.363,,,33,117,,,,84,,62,241,207,,,,,,,,,
434,500779,"Quintana, José",3346,13,0.311,0.078,0.344,0.388,0.329,,,32,103,,,,86.1,,34,187,247,,,,,,,,,
432,506693,"Alvarez III, Henderson",2611,16.5,0.28,0.112,0.316,0.392,0.317,,,35,125,,,,88.9,,51,230,202,,,,,,,,,
426,547943,"Ryu, Hyun Jin",2443,17.4,0.309,0.209,0.33,0.518,0.378,,,34,110,,,,82.6,,62,220,206,,,,,,,,,
421,523989,"De La Rosa, Rubby",1751,24,0.29,0.194,0.364,0.484,0.377,,,36,124,,,,86.7,,78,239,182,,,,,,,,,
419,285064,"Vogelsong, Ryan",3058,13.7,0.298,0.221,0.299,0.519,0.379,,,31,104,,,,84.1,,29,192,227,,,,,,,,,
415,519144,"Porcello, Rick",3055,13.6,0.248,0.101,0.263,0.349,0.274,,,32,129,,,,82.3,,53,239,176,,,,,,,,,
410,429722,"Santana, Ervin",2987,13.7,0.283,0.142,0.303,0.425,0.312,,,30,106,,,,84.9,,60,211,199,,,,,,,,,
405,445926,"Chavez, Jesse",2400,16.9,0.232,0.061,0.272,0.293,0.249,,,23,99,,,,84.9,,47,198,207,,,,,,,,,
394,461325,"Clippard, Tyler",1148,34.3,0.2,0.067,0.277,0.267,0.253,,,18,90,,,,81,,90,225,169,,,,,,,,,
382,571800,"Hutchison, Drew",3051,12.5,0.33,0.318,0.31,0.648,0.438,,,29,88,,,,86,,51,195,187,,,,,,,,,
382,571527,"Buchanan, David",1817,21,0.168,0.099,0.194,0.267,0.215,,,17,101,,,,82,,79,227,155,,,,,,,,,
382,346798,"Lohse, Kyle",3002,12.7,0.143,0.095,0.186,0.238,0.18,,,15,105,,,,79.7,,69,201,181,,,,,,,,,
