"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
938,430935,"Hamels, Cole",3116,30.1,0.25,0.167,0.328,0.417,0.301,,,66,264,,,,80.9,,236,563,375,,,,,,,,,
889,429781,"Correia, Kevin",3172,28,0.277,0.136,0.325,0.414,0.349,,,53,191,,,,90.1,,59,359,530,,,,,,,,,
777,457453,"Jurrjens, Jair",3305,23.5,0.231,0.08,0.284,0.311,0.265,,,52,225,,,,83.1,,107,400,377,,,,,,,,,
774,460069,"Romero, Ricky",2988,25.9,0.246,0.099,0.313,0.345,0.283,,,50,203,,,,84.4,,121,403,371,,,,,,,,,
770,448306,"Shields, James",3327,23.1,0.21,0.114,0.293,0.324,0.241,,,46,219,,,,82.3,,144,449,321,,,,,,,,,
746,453311,"Lincecum, Tim",3439,21.7,0.143,0.059,0.288,0.202,0.173,,,39,272,,,,83.8,,196,446,300,,,,,,,,,
741,276371,"Santana, Johan",2575,28.8,0.23,0.119,0.307,0.35,0.26,,,56,243,,,,81.9,,138,436,305,,,,,,,,,
726,425226,"Tallet, Brian",2663,27.3,0.208,0.109,0.256,0.317,0.24,,,46,221,,,,83.4,,130,392,334,,,,,,,,,
724,134321,"Pavano, Carl",3106,23.3,0.249,0.149,0.287,0.398,0.284,,,55,221,,,,81.6,,114,415,309,,,,,,,,,
661,282332,"Sabathia, CC",3587,18.4,0.184,0.09,0.219,0.274,0.22,,,37,201,,,,87.1,,164,410,251,,,,,,,,,
645,279824,"Buehrle, Mark",3213,20.1,0.256,0.146,0.274,0.402,0.294,,,51,199,,,,79.1,,74,354,291,,,,,,,,,
593,502239,"Cahill, Trevor",3006,19.7,0.2,0.096,0.248,0.296,0.23,,,27,135,,,,80.7,,99,288,305,,,,,,,,,
580,433587,"Hernández, Félix",3632,16,0.181,0.076,0.235,0.257,0.213,,,26,144,,,,89.9,,97,308,272,,,,,,,,,
575,424324,"Lee, Cliff",3533,16.3,0.298,0.18,0.315,0.478,0.343,,,53,178,,,,84.5,,74,299,276,,,,,,,,,
557,435043,"Duke, Zach",3072,18.1,0.263,0.109,0.268,0.371,0.287,,,46,175,,,,81.7,,80,322,235,,,,,,,,,
550,450308,"Weaver, Jered",3401,16.2,0.22,0.121,0.283,0.341,0.255,,,38,173,,,,80.7,,102,318,232,,,,,,,,,
546,433579,"Danks, John",3210,17,0.216,0.132,0.293,0.347,0.272,,,41,190,,,,82.8,,113,326,220,,,,,,,,,
540,434578,"Saunders, Joe",3009,17.9,0.278,0.179,0.278,0.457,0.349,,,42,151,,,,82.9,,58,283,257,,,,,,,,,
515,430599,"Blanton, Joe",3251,15.8,0.232,0.13,0.275,0.362,0.284,,,32,138,,,,83.1,,68,262,253,,,,,,,,,
514,407845,"Rodney, Fernando",1358,37.8,0.245,0.208,0.286,0.453,0.348,,,26,106,,,,84.5,,67,213,301,,,,,,,,,
497,446454,"Bannister, Brian",2522,19.7,0.173,0.039,0.216,0.213,0.204,,,22,127,,,,86.1,,72,253,244,,,,,,,,,
495,425386,"Guthrie, Jeremy",3359,14.7,0.254,0.263,0.237,0.517,0.341,,,30,118,,,,84.9,,48,234,261,,,,,,,,,
489,276520,"Arroyo, Bronson",3407,14.4,0.248,0.14,0.235,0.388,0.319,,,32,129,,,,79.9,,40,231,258,,,,,,,,,
489,433584,"Hernandez, Roberto",2265,21.6,0.21,0.138,0.243,0.348,0.249,,,29,138,,,,87.4,,85,278,211,,,,,,,,,
481,119469,"Moyer, Jamie",2652,18.1,0.274,0.252,0.292,0.526,0.365,,,37,135,,,,75.1,,76,266,215,,,,,,,,,
481,453286,"Scherzer, Max",3073,15.7,0.242,0.152,0.287,0.394,0.285,,,32,132,,,,84.9,,66,250,231,,,,,,,,,
462,434678,"Davies, Kyle",2171,21.3,0.193,0.11,0.212,0.303,0.269,,,21,109,,,,83.3,,82,246,216,,,,,,,,,
457,453385,"Richard, Clayton",2628,17.4,0.297,0.125,0.34,0.422,0.34,,,38,128,,,,83.4,,65,225,232,,,,,,,,,
451,217096,"Zito, Barry",3204,14.1,0.336,0.176,0.333,0.513,0.388,,,40,119,,,,73.9,,42,188,263,,,,,,,,,
447,434565,"Tejeda, Robinson",1366,32.7,0.2,0.08,0.284,0.28,0.248,,,20,100,,,,85.1,,72,212,235,,,,,,,,,
443,460284,"Braden, Dallas",2142,20.7,0.184,0.064,0.226,0.248,0.227,,,26,141,,,,72.6,,64,243,200,,,,,,,,,
428,434663,"Oviedo, Juan Carlos",1117,38.3,0.209,0.13,0.266,0.339,0.26,,,24,115,,,,86.9,,72,225,203,,,,,,,,,
427,430636,"Snell, Ian",2533,16.9,0.216,0.189,0.206,0.405,0.297,,,16,74,,,,85.6,,23,149,278,,,,,,,,,
424,430904,"Maholm, Paul",3051,13.9,0.375,0.161,0.4,0.536,0.405,,,42,112,,,,84.2,,40,223,201,,,,,,,,,
424,453307,"Huff, David",2250,18.8,0.293,0.143,0.304,0.436,0.328,,,41,140,,,,83,,40,241,183,,,,,,,,,
420,346848,"Grabow, John",1156,36.3,0.211,0.073,0.268,0.284,0.253,,,23,109,,,,83.2,,72,220,200,,,,,,,,,
410,150277,"Davis, Doug",3469,11.8,0.313,0.24,0.37,0.552,0.399,,,30,96,,,,78.8,,52,176,234,,,,,,,,,
408,458690,"Volstad, Chris",2588,15.8,0.209,0.157,0.224,0.365,0.259,,,24,115,,,,84.2,,78,223,185,,,,,,,,,
402,434622,"Jiménez, Ubaldo",3570,11.3,0.164,0.082,0.209,0.246,0.206,,,20,122,,,,87.4,,63,229,173,,,,,,,,,
396,430912,"Cain, Matt",3362,11.8,0.239,0.177,0.25,0.416,0.304,,,27,113,,,,86.9,,67,219,177,,,,,,,,,
393,453646,"Villanueva, Carlos",1629,24.1,0.3,0.209,0.315,0.509,0.355,,,33,110,,,,82.4,,70,235,158,,,,,,,,,
381,279782,"Garland, Jon",3255,11.7,0.238,0.152,0.265,0.39,0.286,,,25,105,,,,80.5,,61,205,176,,,,,,,,,
376,434378,"Verlander, Justin",3937,9.6,0.181,0.085,0.254,0.266,0.214,,,17,94,,,,84.6,,79,203,173,,,,,,,,,
373,134320,"Vazquez, Javier",3315,11.3,0.087,0.097,0.125,0.184,0.132,,,9,103,,,,79.8,,91,193,180,,,,,,,,,
372,431148,"Kazmir, Scott",2631,14.1,0.264,0.088,0.316,0.352,0.274,,,24,91,,,,79.7,,31,159,213,,,,,,,,,
366,460265,"Sowers, Jeremy",2030,18,0.305,0.105,0.309,0.411,0.317,,,29,95,,,,80.7,,32,186,180,,,,,,,,,
359,448694,"Wells, Randy",2543,14.1,0.307,0.148,0.369,0.455,0.346,,,27,88,,,,83.7,,54,177,182,,,,,,,,,
358,456043,"Sánchez, Jonathan",2849,12.6,0.306,0.188,0.338,0.494,0.398,,,26,85,,,,83.9,,53,192,166,,,,,,,,,
354,434538,"Liriano, Francisco",2318,15.3,0.265,0.137,0.333,0.402,0.307,,,27,102,,,,85.2,,75,192,162,,,,,,,,,
350,452249,"Owings, Micah",2087,16.8,0.227,0.148,0.224,0.375,0.316,,,20,88,,,,78.6,,37,161,189,,,,,,,,,
342,453329,"Buchholz, Clay",1521,22.5,0.19,0.278,0.209,0.468,0.296,,,15,79,,,,80.6,,91,181,161,,,,,,,,,
336,150404,"Lilly, Ted",2671,12.6,0.239,0.163,0.257,0.402,0.288,,,22,92,,,,79.2,,44,179,157,,,,,,,,,
330,430594,"Pinto, Renyel",1114,29.6,0.116,0.047,0.18,0.163,0.218,,,10,86,,,,82.6,,52,139,191,,,,,,,,,
328,120485,"Pettitte, Andy",3287,10,0.315,0.247,0.286,0.562,0.379,,,23,73,,,,81.1,,36,133,195,,,,,,,,,
324,458709,"Lannan, John",3120,10.4,0.19,0.076,0.194,0.267,0.207,,,20,105,,,,82.2,,20,162,162,,,,,,,,,
320,460029,"Lewis, Jensen",1131,28.3,0.31,0.321,0.275,0.631,0.413,,,26,84,,,,81.7,,34,152,168,,,,,,,,,
320,277417,"Beckett, Josh",3367,9.5,0.213,0.085,0.256,0.298,0.25,,,20,94,,,,89.5,,53,186,134,,,,,,,,,
312,122987,"Suppan, Jeff",2740,11.4,0.259,0.082,0.301,0.341,0.295,,,22,85,,,,81.1,,38,163,149,,,,,,,,,
311,456027,"Ohlendorf, Ross",2693,11.5,0.302,0.349,0.273,0.651,0.391,,,19,63,,,,82.2,,39,137,174,,,,,,,,,
309,425861,"Camp, Shawn",1157,26.7,0.284,0.099,0.293,0.383,0.315,,,23,81,,,,83,,30,156,153,,,,,,,,,
309,457918,"Happ, J.A.",2645,11.7,0.219,0.151,0.191,0.37,0.258,,,16,73,,,,80.8,,34,150,159,,,,,,,,,
307,429985,"Gaudin, Chad",2568,12,0.25,0.039,0.297,0.289,0.284,,,19,76,,,,87,,27,135,172,,,,,,,,,
306,132220,"Washburn, Jarrod",2727,11.2,0.259,0.129,0.286,0.388,0.294,,,22,85,,,,81.9,,23,128,178,,,,,,,,,
304,434884,"Rowland-Smith, Ryan",1503,20.2,0.212,0.2,0.224,0.412,0.285,,,18,85,,,,80.5,,43,168,136,,,,,,,,,
300,119215,"Moehler, Brian",2516,11.9,0.231,0.256,0.197,0.487,0.326,,,18,78,,,,80.8,,33,153,147,,,,,,,,,
298,435179,"Olsen, Scott",1042,28.6,0.297,0.338,0.27,0.635,0.407,,,22,74,,,,84.6,,18,133,165,,,,,,,,,
292,450306,"Vargas, Jason",1477,19.8,0.215,0.139,0.259,0.354,0.269,,,17,79,,,,80,,77,162,130,,,,,,,,,
291,150116,"Wolf, Randy",3286,8.9,0.262,0.333,0.215,0.595,0.393,,,22,84,,,,79,,22,137,154,,,,,,,,,
287,446207,"Geer, Josh",1634,17.6,0.255,0.189,0.277,0.443,0.299,,,27,106,,,,75.8,,51,173,114,,,,,,,,,
285,136600,"Chen, Bruce",1080,26.4,0.295,0.244,0.271,0.538,0.37,,,23,78,,,,78.2,,17,149,136,,,,,,,,,
284,425492,"Madson, Ryan",1186,23.9,0.172,0.092,0.295,0.264,0.222,,,15,87,,,,84.2,,90,173,111,,,,,,,,,
281,430962,"Nippert, Dustin",1202,23.4,0.194,0.06,0.26,0.254,0.231,,,13,67,,,,84.4,,51,139,142,,,,,,,,,
275,501826,"Zavada, Clay",872,31.5,0.239,0.169,0.3,0.408,0.305,,,17,71,,,,81.1,,51,149,126,,,,,,,,,
270,408061,"Rodríguez, Francisco",1243,21.7,0.141,0.064,0.244,0.205,0.177,,,11,78,,,,85.2,,75,157,113,,,,,,,,,
266,519144,"Porcello, Rick",2726,9.8,0.242,0.167,0.269,0.409,0.314,,,16,66,,,,81.6,,27,114,152,,,,,,,,,
264,346798,"Lohse, Kyle",1965,13.4,0.152,0.045,0.196,0.197,0.161,,,10,66,,,,82.9,,43,147,117,,,,,,,,,
263,434628,"Hammel, Jason",2771,9.5,0.365,0.286,0.358,0.651,0.454,,,23,63,,,,84.9,,44,139,124,,,,,,,,,
262,463017,"Martis, Shairon",1360,19.3,0.233,0.178,0.233,0.411,0.327,,,17,73,,,,82.6,,35,135,127,,,,,,,,,
259,430673,"Ramirez, Ramon E",1194,21.7,0.283,0.2,0.302,0.483,0.344,,,17,60,,,,89.3,,37,128,131,,,,,,,,,
259,456696,"Hernandez, David",1925,13.5,0.375,0.339,0.37,0.714,0.489,,,21,56,,,,85.1,,22,110,149,,,,,,,,,
256,425487,"Wellemeyer, Todd",2117,12.1,0.388,0.269,0.431,0.657,0.478,,,26,67,,,,83.2,,33,136,120,,,,,,,,,
252,446399,"Cecil, Brett",1605,15.7,0.265,0.143,0.279,0.408,0.336,,,13,49,,,,82.5,,31,116,136,,,,,,,,,
252,452241,"Mock, Garrett",1625,15.5,0.14,0.018,0.2,0.158,0.187,,,8,57,,,,80.8,,42,108,144,,,,,,,,,
250,435261,"Miner, Zach",1626,15.4,0.262,0.066,0.348,0.328,0.272,,,16,61,,,,80.7,,30,108,142,,,,,,,,,
248,435178,"Johnson, Josh",3284,7.6,0.247,0.055,0.293,0.301,0.241,,,18,73,,,,88.4,,25,137,111,,,,,,,,,
247,461325,"Clippard, Tyler",987,25,0.146,0.146,0.152,0.292,0.268,,,7,48,,,,80.2,,38,110,137,,,,,,,,,
245,448147,"Blackburn, Nick",3102,7.9,0.203,0.068,0.222,0.27,0.213,,,15,74,,,,82.4,,25,128,117,,,,,,,,,
242,425794,"Wainwright, Adam",3614,6.7,0.242,0.136,0.246,0.379,0.292,,,16,66,,,,82.4,,31,127,115,,,,,,,,,
240,434668,"Delcarmen, Manny",1135,21.1,0.184,0.122,0.242,0.306,0.256,,,9,49,,,,82.6,,46,124,116,,,,,,,,,
240,450203,"Morton, Charlie",1599,15,0.261,0.196,0.278,0.457,0.339,,,12,46,,,,81.6,,27,114,126,,,,,,,,,
236,445246,"Fulchino, Jeff",1333,17.7,0.224,0.086,0.361,0.31,0.256,,,13,58,,,,85.5,,53,118,118,,,,,,,,,
234,452657,"Lester, Jon",3404,6.9,0.189,0.081,0.176,0.27,0.214,,,7,37,,,,86.2,,34,89,145,,,,,,,,,
233,115817,"Hernandez, Livan",2977,7.8,0.268,0.161,0.271,0.429,0.32,,,15,56,,,,78.1,,29,116,117,,,,,,,,,
227,219194,"Meche, Gil",2279,10,0.298,0.263,0.292,0.561,0.424,,,17,57,,,,85.2,,28,112,115,,,,,,,,,
224,445590,"Stults, Eric",884,25.3,0.271,0.171,0.309,0.443,0.337,,,19,70,,,,81.2,,36,121,103,,,,,,,,,
