"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
989,448306,"Shields, James",3576,27.7,0.173,0.112,0.258,0.285,0.21,,,54,312,,,,84.5,,215,582,407,,,,,,,,,
917,450306,"Vargas, Jason",3250,28.2,0.234,0.095,0.275,0.329,0.279,,,59,252,,,,80.5,,138,472,445,,,,,,,,,
905,433585,"Francis, Jeff",2953,30.6,0.308,0.132,0.319,0.44,0.336,,,82,266,,,,76.6,,119,509,396,,,,,,,,,
905,429780,"Narveson, Chris",2641,34.3,0.258,0.14,0.286,0.398,0.306,,,68,264,,,,81,,166,501,404,,,,,,,,,
897,476451,"Hellickson, Jeremy",2954,30.4,0.189,0.121,0.211,0.309,0.248,,,50,265,,,,80.6,,173,526,371,,,,,,,,,
863,451788,"Marcum, Shaun",3181,27.1,0.238,0.115,0.287,0.352,0.268,,,58,244,,,,79.9,,169,466,397,,,,,,,,,
818,425626,"Capuano, Chris",2962,27.6,0.256,0.143,0.337,0.399,0.305,,,61,238,,,,78.9,,183,470,348,,,,,,,,,
797,453311,"Lincecum, Tim",3606,22.1,0.179,0.149,0.226,0.328,0.243,,,36,201,,,,84.4,,150,415,382,,,,,,,,,
792,433587,"Hernández, Félix",3609,21.9,0.173,0.063,0.254,0.235,0.196,,,44,255,,,,89.8,,140,481,311,,,,,,,,,
763,430935,"Hamels, Cole",3132,24.4,0.139,0.087,0.193,0.225,0.181,,,32,231,,,,84,,222,460,303,,,,,,,,,
760,502239,"Cahill, Trevor",3385,22.5,0.282,0.144,0.319,0.426,0.325,,,57,202,,,,81,,114,399,361,,,,,,,,,
756,543339,"Hudson, Daniel",3436,22,0.256,0.156,0.296,0.412,0.299,,,54,211,,,,84.2,,147,458,298,,,,,,,,,
704,134321,"Pavano, Carl",3383,20.8,0.223,0.14,0.251,0.363,0.263,,,48,215,,,,81.1,,122,437,267,,,,,,,,,
687,453286,"Scherzer, Max",3344,20.5,0.24,0.16,0.269,0.4,0.296,,,48,200,,,,83,,94,367,320,,,,,,,,,
