"","year","pitch","pitch_count","sum_whiffs","sum_swings","sum_takes","sum_abs","sum_hits","mean_spin_rate","mean_velocity","mean_release_extension","mean_effective_speed","mean_eff_min_vel","mean_iso","mean_babip","mean_slg","mean_woba","mean_xwoba","mean_xba","mean_launch_speed","mean_launch_angle","ba","swing_percentage","whiff_percentage","contact_rate","take_percentage"
"42","2014","Slider",97181,15723,47453,49728,NA,NA,NA,84.5437451765263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.488295037095729,0.331338376920321,0.668661623079679,0.511704962904271
"43","2015","Change",73772,12017,38662,35103,NA,NA,NA,84.0089546169278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524074174483544,0.310821995758109,0.689178004241891,0.475830938567478
"44","2015","Curveball",53090,6782,21629,31456,NA,NA,2293.78758711622,78.2181955170465,5.67300659257864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.407402524015822,0.313560497480235,0.686439502519765,0.59250329628932
"45","2015","Cutter",39779,4355,19905,19874,NA,NA,2198.81643580784,88.4223962392217,5.96625279670178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.500389652831896,0.218789248932429,0.781210751067571,0.499610347168104
"46","2015","Fastball",247902,21383,116380,131521,NA,NA,2239.02267831643,93.1221188211471,6.16602891465176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469459705851506,0.183734318611445,0.816265681388555,0.530536260296407
"47","2015","Sinker",148410,9147,67870,80539,NA,NA,NA,92.1412303753116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.457314197156526,0.134772358921468,0.865227641078532,0.542679064753049
"48","2015","Slider",99962,16746,49298,50663,NA,NA,NA,84.821980352534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493167403613373,0.339689236885878,0.660310763114122,0.506822592585182
"49","2016","Change",72195,11741,37571,34618,NA,NA,1742.16902832606,84.1791342890782,6.13918941754969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.520410000692569,0.312501663517074,0.687498336482926,0.479506891058938
"50","2016","Curveball",62575,8011,25090,37485,NA,NA,NA,78.1367047542948,5.72795637235318,76.8918013583699,-1.24585856971634,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400958849380743,0.31929055400558,0.68070944599442,0.599041150619257
"51","2016","Cutter",36252,4172,18059,18193,NA,NA,2315.7062782743,88.637117952113,6.03203878406709,87.9884409136048,-0.645917466622532,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498151826106146,0.231020543773188,0.768979456226812,0.501848173893854
