"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
35,506433,"Darvish, Yu",2769,1.3,0,0,0,0,0,0.001,0.001,0,7,92.7,43,2719,81.2,80.93,5,14,21,-0.29999999999999716,6.09,117,156,139,144,297,321,311
33,605538,"Wisler, Matt",787,4.2,0.25,0,0.333,0.25,0.314,0.293,0.214,1,4,82.2,23.7,2519,81.2,80.41,1,6,27,-0.7999999999999972,5.83,113,163,114,149,296,319,292
32,453268,"Bard, Daniel",1217,2.6,0.25,0.75,0,1,0.502,0.161,0.106,1,4,87.8,34,2917,86.4,86.57,3,11,21,0.19999999999998863,6.08,111,150,116,145,298,327,304
32,501985,"Minor, Mike",2621,1.2,0,0,0,0,0,0.261,0.227,0,10,81.1,29.4,2712,85.4,84.81,3,15,17,-0.6000000000000085,5.58,106,160,111,145,301,324,297
30,645261,"Alcantara, Sandy",3095,1,0.286,0.571,0.333,0.857,0.464,0.291,0.222,2,7,88.9,24.5,2330,89.9,89.32,8,16,14,-0.6000000000000085,5.87,106,152,117,146,300,316,290
29,663554,"Mize, Casey",2357,1.2,0.125,0,0.25,0.125,0.11,0.105,0.098,1,8,83.4,20.3,2179,84.8,85.77,5,10,19,1,6.78,110,156,119,148,298,329,302
29,592351,"Gray, Jon",2537,1.1,0.143,0.286,0.5,0.429,0.282,0.14,0.053,1,7,95.4,35.5,2372,85.7,86.24,6,9,20,0.5,6.26,113,153,119,149,292,327,305
28,660271,"Ohtani, Shohei",2027,1.4,0.4,0.6,1,1,0.577,0.434,0.27,2,5,95.3,19.5,2355,82.2,82.91,3,9,19,0.7000000000000028,6.72,116,155,114,151,304,325,298
27,608331,"Fried, Max",2558,1.1,0.25,0,0.333,0.25,0.22,0.198,0.173,3,12,85,24.7,2459,84.1,84.12,3,20,7,0,6.2,105,150,116,149,303,315,289
25,613534,"Adams, Austin",962,2.6,0,0,0,0,0,0.018,0.017,0,2,78.6,57,2840,86.6,85.98,1,7,18,-0.5999999999999943,5.79,112,153,119,145,300,317,306
25,659275,"Lamet, Dinelson",832,3,0,0,,0,0,0,,0,2,,,2419,86.2,85.63,4,13,12,-0.6000000000000085,5.81,115,149,129,144,295,324,318
23,641771,"Kuhl, Chad",1436,1.6,0,0,0,0,0,0.157,0.172,0,3,55.6,1,2339,87.5,88.28,4,9,14,0.7999999999999972,6.47,109,151,117,148,302,320,285
22,607536,"Freeland, Kyle",1886,1.2,0,0,0,0,0,0.037,0.039,0,7,80.6,52,2329,86.9,87.69,4,11,11,0.7999999999999972,6.51,108,151,121,145,298,328,303
22,543101,"DeSclafani, Anthony",2558,0.9,0,0,,0,0,0,,0,2,,,2155,87,87.95,5,8,14,1,6.58,113,155,117,151,300,323,303
21,660623,"Ynoa, Huascar",1482,1.4,0.2,0,0.5,0.2,0.176,0.258,0.252,1,5,91.4,17.5,2421,84.9,84.71,1,7,14,-0.20000000000000284,6.01,114,156,130,150,296,318,298
21,596295,"Gomber, Austin",1851,1.1,0.125,0,0.167,0.125,0.11,0.103,0.106,1,8,85.4,24.5,2274,85.1,85.96,2,11,10,0.9000000000000057,6.58,105,152,113,147,297,332,302
21,493603,"Ottavino, Adam",1146,1.8,0,0,,0,0.346,0.346,,0,1,,,2635,80.2,80.7,2,4,17,0.5,6.88,110,151,112,145,293,326,296
21,621121,"McCullers Jr., Lance",2788,0.8,0.25,0,0.5,0.25,0.314,0.335,0.261,1,4,73.4,39.5,2761,85.4,84.87,1,5,16,-0.5,5.88,118,155,116,152,291,318,289
20,607074,"Rodón, Carlos",2219,0.9,0,0,0,0,0,0.026,0.025,0,7,84.2,42,2457,85.4,85.02,4,12,8,-0.4000000000000057,5.91,111,152,113,149,297,316,295
20,641745,"Keller, Brad",2348,0.9,0.333,0,0.333,0.333,0.293,0.168,0.138,1,3,90.3,18.3,2526,85.2,84.8,1,11,9,-0.4000000000000057,5.7,107,159,117,146,294,319,301
20,572070,"Richards, Garrett",2331,0.9,0.4,0,0.4,0.4,0.293,0.353,0.354,2,5,94.2,16.8,2767,87.5,87.07,4,10,10,-0.4000000000000057,5.85,108,152,122,149,300,329,289
20,669622,"Bender, Anthony",973,2.1,0,0,0,0,0,0.322,0.06,0,1,90.3,-3,2424,83.9,83.23,0,4,16,-0.7000000000000028,5.84,108,148,113,147,303,319,286
19,571927,"Matz, Steven",2557,0.7,0.333,0,0.333,0.333,0.293,0.263,0.267,2,6,84.3,31.5,2043,88.5,88.82,1,14,5,0.29999999999999716,6.38,105,156,120,148,298,320,285
19,641778,"Lauer, Eric",1956,1,0,0,0,0,0,0.159,0.161,0,7,83.1,21,2197,87.1,87.12,3,9,10,0,6.04,112,155,118,146,300,322,299
19,643511,"Rogers, Tyler",1129,1.7,0,0,0,0,0,0.067,0.07,0,7,82.5,23,2260,72,70.95,1,15,4,-1.0999999999999943,5.85,111,149,113,151,293,320,297
19,640470,"Alzolay, Adbert",1955,1,0.167,0.5,0,0.667,0.334,0.367,0.21,1,6,89.4,33,2539,86,86.46,0,7,12,0.5,6.2,111,158,115,151,295,315,290
19,601713,"Pivetta, Nick",2745,0.7,0.25,0,0.333,0.25,0.22,0.245,0.235,1,4,92.3,18.3,2257,85.4,85.75,2,12,7,0.3999999999999915,6.37,111,159,116,150,290,328,300
18,608566,"Márquez, Germán",2788,0.6,0.25,0.25,0.25,0.5,0.31,0.188,0.187,1,4,92.6,20.8,2406,85.8,84.77,1,6,12,-1,5.28,112,153,115,147,301,324,298
18,477132,"Kershaw, Clayton",1806,1,0.4,0.6,0.333,1,0.577,0.511,0.316,2,5,71.4,9.3,2623,87.2,87.31,2,11,7,0.09999999999999432,6.19,103,156,112,149,301,316,292
18,663903,"Singer, Brady",2287,0.8,0,0,,0,0,0,,0,2,,,2363,84.2,84.61,2,6,12,0.3999999999999915,6.32,115,162,110,147,298,325,308
17,573204,"Thielbar, Caleb",1106,1.5,,,,,,,,,,,,2317,79.8,79.81,6,11,6,0,6.19,107,157,114,150,299,326,294
17,607572,"Howard, Sam",846,2,0.2,0.2,0.2,0.4,0.248,0.318,0.265,1,5,95.3,12,2319,84.1,83.66,2,9,8,-0.3999999999999915,5.7,114,154,123,151,298,321,294
17,592390,"Hembree, Heath",1090,1.6,0,0,0,0,0,0.057,0.063,0,2,75.4,42,2861,85.9,86.6,4,9,8,0.6999999999999886,6.55,113,155,121,148,294,320,293
17,663986,"Stephan, Trevor",1210,1.4,0,0,0,0,0.277,0.281,0.006,0,3,82,74,2565,82.9,83.42,2,8,9,0.5,6.46,113,153,120,149,296,316,291
17,663556,"McClanahan, Shane",1954,0.9,0,0,0,0,0,0.142,0.147,0,5,66.5,9.3,2423,89.6,90.62,0,11,6,1,6.76,110,150,116,149,295,316,294
17,573186,"Stroman, Marcus",2741,0.6,0.333,0.333,1,0.667,0.414,0.257,0.264,2,6,104.8,9.5,2578,84.2,83.81,0,2,15,-0.4000000000000057,5.77,115,152,113,150,300,323,297
16,605447,"Romano, Jordan",1031,1.6,0.143,0,0.25,0.143,0.126,0.094,0.092,1,7,78.6,-7.5,2200,88.1,89.46,1,9,7,1.4000000000000057,7.04,105,154,119,148,298,319,286
16,640444,"Crowe, Wil",2171,0.7,0.5,1.5,0,2,1.003,0.538,0.395,1,2,81.6,37.5,2648,84.4,84.86,2,9,7,0.5,6.36,111,151,116,148,300,322,288
16,592314,"Foltynewicz, Mike",2236,0.7,0.167,0.167,0.25,0.333,0.207,0.187,0.19,1,6,91.3,24.8,2399,82.2,82.35,3,9,7,0.20000000000000284,6.05,115,156,127,146,306,330,293
16,592426,"Jackson, Luke",1055,1.5,0,0,0,0,0,0.139,0.154,0,4,87.4,19.7,2287,86.6,87.38,4,7,9,0.8000000000000114,6.53,113,152,126,145,301,322,293
16,547942,"Kim, Kwang Hyun",1784,0.9,0,0,0,0,0,0.332,0.175,0,3,96.8,40.5,2087,82.6,83.44,2,8,8,0.8000000000000114,6.69,104,152,113,147,300,319,299
15,429722,"Santana, Ervin",1063,1.4,0,0,0,0,0,0.224,0.245,0,4,84.8,-2,2342,83.6,83.34,2,8,7,-0.29999999999999716,5.95,112,159,115,146,300,325,302
15,642547,"Peralta, Freddy",2356,0.6,0.286,0.143,0.5,0.429,0.303,0.147,0.16,2,7,92.8,21.3,2232,78.9,80.36,2,7,8,1.5,7.17,105,147,112,143,297,316,292
15,669373,"Skubal, Tarik",2547,0.6,0.286,0,0.286,0.286,0.251,0.156,0.166,2,7,70.1,23.1,2122,86.1,86.13,1,9,6,0,6.19,108,154,119,151,298,331,295
15,656302,"Cease, Dylan",2957,0.5,0,0,0,0,0,0.053,0.058,0,4,86,10.5,2787,84.9,84.79,4,9,6,-0.10000000000000853,5.91,111,153,108,151,298,319,296
15,650895,"Castillo, Diego",936,1.6,0.25,0.75,0,1,0.502,0.104,0.073,1,4,88.3,50.5,2268,87,85.96,1,8,7,-1,5.21,110,154,108,147,296,320,292
14,628317,"Maeda, Kenta",1775,0.8,0,0,0,0,0,0.08,0.047,0,6,91.5,37.7,2477,82.1,81.04,4,8,6,-1,5.66,112,162,111,151,299,328,292
14,621242,"Díaz, Edwin",999,1.4,0.2,0,0.25,0.2,0.176,0.247,0.257,1,5,89.5,8,2171,90.3,92.27,0,6,8,2,7.13,117,153,115,149,305,327,305
