"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
1861,592662,"Ray, Robbie",3141,59.2,0.222,0.208,0.252,0.431,0.307,0.327,0.243,96,432,90.8,21.8,2272,94.8,94.89,238,993,868,0.10000000000000853,6.48,106,154,120,147,298,319,290
1693,641816,"Mahle, Tyler",3196,53,0.236,0.199,0.341,0.435,0.334,0.307,0.215,78,331,88,16.9,2336,94,94.53,209,775,918,0.5,6.61,113,153,117,148,293,318,290
1583,592332,"Gausman, Kevin",3002,52.7,0.257,0.16,0.292,0.416,0.316,0.352,0.278,98,382,90,16.6,2283,94.6,94.83,165,847,736,0.20000000000000284,6.48,111,155,114,150,298,323,295
1442,457918,"Happ, J.A.",2674,53.9,0.266,0.266,0.294,0.532,0.377,0.365,0.256,78,293,91.7,24,2298,91,90.72,136,671,771,-0.29999999999999716,6.12,106,154,116,148,299,327,295
1423,601713,"Pivetta, Nick",2745,51.8,0.255,0.18,0.317,0.435,0.34,0.323,0.233,75,294,91.4,23.4,2294,94.8,95.26,151,723,700,0.5,6.64,111,155,118,149,290,327,299
1401,621111,"Buehler, Walker",3152,44.4,0.203,0.164,0.241,0.367,0.293,0.331,0.242,58,286,89.3,16.9,2472,95.3,95.53,126,626,775,0.20000000000000284,6.39,113,156,116,151,298,319,294
1399,543037,"Cole, Gerrit",2969,47.1,0.225,0.173,0.297,0.398,0.283,0.295,0.223,65,289,91.4,18.7,2452,97.7,97.86,201,728,671,0.20000000000000284,6.57,112,154,118,148,295,326,290
1383,656302,"Cease, Dylan",2957,46.8,0.264,0.186,0.297,0.449,0.355,0.385,0.276,78,296,91.1,20.8,2543,96.7,96.19,168,729,654,-0.5,6.02,111,152,112,149,299,320,296
1365,554430,"Wheeler, Zack",3205,42.6,0.226,0.092,0.34,0.318,0.276,0.271,0.215,69,305,86.8,12.5,2388,97.2,98.32,181,696,669,1.0999999999999943,7.2,113,152,113,150,293,322,295
1338,571760,"Heaney, Andrew",2330,57.4,0.271,0.267,0.319,0.537,0.367,0.328,0.236,69,255,90.3,22.1,2443,92,91.5,179,644,694,-0.5,6.2,111,155,118,148,303,325,293
1325,628711,"Urías, Julio",2786,47.6,0.276,0.206,0.329,0.483,0.347,0.331,0.252,87,315,87,19.3,2499,94.1,93.14,148,696,629,-1,5.61,111,156,114,150,300,315,289
1316,453286,"Scherzer, Max",2821,46.7,0.193,0.167,0.246,0.359,0.273,0.285,0.201,52,270,89.6,24.8,2436,94.3,94.07,203,661,655,-0.20000000000000284,6.23,111,156,117,149,297,321,295
1311,622608,"Senzatela, Antonio",2405,54.5,0.295,0.098,0.317,0.394,0.315,0.332,0.296,96,325,88.9,4.7,2096,94.6,94.8,86,623,688,0.20000000000000284,6.21,110,152,119,148,301,331,304
1307,669302,"Gilbert, Logan",2125,61.5,0.254,0.147,0.309,0.401,0.304,0.322,0.258,76,299,91.5,21.5,2200,95.3,97.44,159,735,572,2.1000000000000085,7.51,112,155,114,148,292,320,294
1303,608337,"Giolito, Lucas",2970,43.9,0.251,0.176,0.29,0.427,0.33,0.342,0.255,60,239,91.2,20.4,2345,93.8,94.68,154,602,701,0.9000000000000057,6.81,111,152,113,150,301,318,296
1302,607074,"Rodón, Carlos",2219,58.7,0.199,0.137,0.26,0.336,0.264,0.279,0.205,54,271,88.9,20.9,2293,95.4,94.99,213,717,585,-0.4000000000000057,6.11,108,150,112,148,299,319,295
