"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
2171,430912,"Cain, Matt",3606,60.2,0.252,0.159,0.31,0.412,0.341,,,117,464,,,,92.7,,211,1053,1118,,,,,,,,,
2155,424144,"Pérez, Oliver",3366,64,0.257,0.174,0.275,0.431,0.357,,,114,443,,,,91.8,,139,948,1207,,,,,,,,,
2028,434378,"Verlander, Justin",3528,57.5,0.282,0.146,0.298,0.428,0.367,,,116,411,,,,94.3,,148,975,1053,,,,,,,,,
1935,429719,"Jackson, Edwin",3056,63.3,0.309,0.186,0.317,0.496,0.39,,,138,446,,,,94.9,,118,913,1022,,,,,,,,,
1928,429722,"Santana, Ervin",3428,56.2,0.274,0.136,0.29,0.41,0.319,,,125,456,,,,95.5,,128,937,991,,,,,,,,,
1804,276371,"Santana, Johan",3598,50.1,0.279,0.167,0.296,0.445,0.341,,,107,384,,,,91.7,,115,833,971,,,,,,,,,
1793,430935,"Hamels, Cole",3427,52.3,0.24,0.203,0.248,0.443,0.315,,,99,413,,,,90.4,,123,880,913,,,,,,,,,
1784,425555,"Cabrera, Daniel",3021,59.1,0.301,0.179,0.296,0.481,0.378,,,126,418,,,,93.4,,71,781,1003,,,,,,,,,
1728,219194,"Meche, Gil",3555,48.6,0.247,0.172,0.284,0.419,0.328,,,92,372,,,,93.3,,151,829,899,,,,,,,,,
1698,282656,"Sheets, Ben",3054,55.6,0.237,0.149,0.257,0.387,0.298,,,92,388,,,,93.6,,128,845,853,,,,,,,,,
1625,450308,"Weaver, Jered",3041,53.4,0.281,0.191,0.325,0.472,0.36,,,90,320,,,,90.8,,125,729,896,,,,,,,,,
1581,425844,"Greinke, Zack",3227,49,0.295,0.189,0.338,0.484,0.361,,,103,349,,,,94,,129,733,848,,,,,,,,,
1550,400061,"Oswalt, Roy",3093,50.1,0.259,0.149,0.287,0.408,0.316,,,101,390,,,,93.5,,128,839,711,,,,,,,,,
1540,421685,"Harang, Aaron",3055,50.4,0.28,0.23,0.311,0.509,0.352,,,89,318,,,,89.9,,127,719,821,,,,,,,,,
1522,490063,"Garza, Matt",2947,51.6,0.229,0.14,0.236,0.369,0.295,,,77,336,,,,94.1,,109,761,761,,,,,,,,,
1511,150359,"Burnett, A.J.",3650,41.4,0.337,0.234,0.354,0.571,0.42,,,105,312,,,,95.4,,124,715,796,,,,,,,,,
1489,282332,"Sabathia, CC",3814,39,0.306,0.159,0.318,0.465,0.363,,,108,353,,,,94.9,,85,690,799,,,,,,,,,
1488,400062,"Redding, Tim",3138,47.4,0.249,0.199,0.268,0.449,0.348,,,75,301,,,,91.6,,103,647,841,,,,,,,,,
1462,453311,"Lincecum, Tim",3682,39.7,0.275,0.106,0.333,0.38,0.325,,,78,284,,,,94.5,,113,670,792,,,,,,,,,
1456,425487,"Wellemeyer, Todd",3095,47,0.303,0.246,0.303,0.549,0.402,,,96,317,,,,93.1,,86,650,806,,,,,,,,,
1435,430599,"Blanton, Joe",3250,44.2,0.267,0.131,0.29,0.398,0.325,,,94,352,,,,89.9,,53,625,810,,,,,,,,,
1430,448159,"Parra, Manny",2807,50.9,0.368,0.19,0.386,0.558,0.45,,,114,310,,,,93.3,,69,618,812,,,,,,,,,
1419,433579,"Danks, John",3144,45.1,0.216,0.11,0.259,0.326,0.293,,,57,264,,,,92.1,,131,603,816,,,,,,,,,
1414,425848,"Harden, Rich",2457,57.5,0.208,0.122,0.262,0.33,0.298,,,60,288,,,,92.5,,147,667,747,,,,,,,,,
1399,434622,"Jiménez, Ubaldo",3350,41.8,0.254,0.125,0.279,0.38,0.333,,,73,287,,,,96.4,,102,652,747,,,,,,,,,
1382,451532,"Billingsley, Chad",3324,41.6,0.258,0.124,0.317,0.382,0.332,,,73,283,,,,92.6,,121,582,800,,,,,,,,,
1341,460059,"Pelfrey, Mike",3323,40.4,0.251,0.145,0.268,0.396,0.326,,,71,283,,,,93.8,,76,608,733,,,,,,,,,
1320,445060,"Nolasco, Ricky",3243,40.7,0.251,0.177,0.285,0.428,0.305,,,85,339,,,,91.9,,133,706,614,,,,,,,,,
1319,150404,"Lilly, Ted",3240,40.7,0.265,0.295,0.28,0.56,0.392,,,71,268,,,,88.3,,136,637,682,,,,,,,,,
1301,451595,"Gallagher, Sean",2094,62.1,0.292,0.185,0.329,0.476,0.386,,,79,271,,,,92.9,,81,556,745,,,,,,,,,
1300,493137,"Matsuzaka, Daisuke",2904,44.8,0.248,0.158,0.293,0.405,0.367,,,55,222,,,,92.6,,125,561,739,,,,,,,,,
1260,430636,"Snell, Ian",3005,41.9,0.309,0.211,0.338,0.52,0.406,,,76,246,,,,93.4,,88,578,682,,,,,,,,,
1259,456501,"Cueto, Johnny",3037,41.5,0.314,0.235,0.338,0.549,0.413,,,80,255,,,,94.1,,115,575,684,,,,,,,,,
1254,477132,"Kershaw, Clayton",1859,67.5,0.292,0.17,0.322,0.462,0.371,,,84,288,,,,95,,113,574,680,,,,,,,,,
1254,456043,"Sánchez, Jonathan",2830,44.3,0.236,0.181,0.256,0.417,0.338,,,60,254,,,,91.6,,139,581,673,,,,,,,,,
1246,407822,"De La Rosa, Jorge",2255,55.3,0.317,0.171,0.329,0.488,0.399,,,78,246,,,,93.9,,71,532,714,,,,,,,,,
1235,279824,"Buehrle, Mark",3389,36.4,0.276,0.15,0.309,0.425,0.329,,,81,294,,,,87,,70,565,670,,,,,,,,,
1233,277417,"Beckett, Josh",2688,45.9,0.279,0.154,0.332,0.433,0.335,,,83,298,,,,95.3,,86,581,652,,,,,,,,,
1231,132220,"Washburn, Jarrod",2636,46.7,0.288,0.178,0.309,0.466,0.366,,,76,264,,,,88.2,,74,570,661,,,,,,,,,
1222,446454,"Bannister, Brian",3145,38.9,0.294,0.21,0.315,0.503,0.373,,,84,286,,,,90.2,,82,563,659,,,,,,,,,
1210,134320,"Vazquez, Javier",3376,35.8,0.274,0.182,0.319,0.456,0.347,,,75,274,,,,92.1,,134,616,594,,,,,,,,,
1203,424805,"Hendrickson, Mark",2265,53.1,0.276,0.104,0.308,0.381,0.323,,,74,268,,,,88.4,,79,566,637,,,,,,,,,
1200,452657,"Lester, Jon",3309,36.3,0.283,0.138,0.329,0.42,0.349,,,80,283,,,,93.1,,82,529,671,,,,,,,,,
1194,453192,"Miller, Andrew",1935,61.7,0.284,0.128,0.319,0.412,0.351,,,73,257,,,,92.4,,80,534,660,,,,,,,,,
1168,458709,"Lannan, John",2946,39.6,0.264,0.15,0.272,0.413,0.337,,,67,254,,,,88.4,,60,497,671,,,,,,,,,
1152,432934,"Young, Chris",1743,66.1,0.238,0.169,0.249,0.407,0.33,,,55,231,,,,88.1,,90,542,610,,,,,,,,,
1126,460265,"Sowers, Jeremy",2023,55.7,0.339,0.234,0.349,0.573,0.421,,,84,248,,,,90.4,,73,551,575,,,,,,,,,
1114,434678,"Davies, Kyle",1968,56.6,0.303,0.172,0.322,0.475,0.378,,,72,238,,,,92.2,,63,481,633,,,,,,,,,
1097,430610,"Sarfate, Dennis",1534,71.5,0.218,0.142,0.283,0.36,0.339,,,43,197,,,,95.3,,117,498,599,,,,,,,,,
1096,501955,"Chamberlain, Joba",1711,64.1,0.251,0.073,0.295,0.324,0.296,,,55,219,,,,95.9,,77,461,635,,,,,,,,,
1093,425856,"Floyd, Gavin",3235,33.8,0.285,0.285,0.258,0.57,0.402,,,73,256,,,,92.1,,57,535,558,,,,,,,,,
1092,450172,"Volquez, Edinson",3386,32.3,0.228,0.129,0.274,0.357,0.323,,,51,224,,,,94,,98,476,616,,,,,,,,,
1062,218894,"Padilla, Vicente",2900,36.6,0.317,0.203,0.329,0.52,0.399,,,64,202,,,,93,,95,505,557,,,,,,,,,
1052,111838,"Byrd, Paul",2532,41.5,0.288,0.182,0.292,0.47,0.353,,,82,285,,,,86.6,,51,530,522,,,,,,,,,
1052,136602,"Perez, Odalis",2703,38.9,0.294,0.202,0.293,0.495,0.377,,,64,218,,,,89.4,,33,408,644,,,,,,,,,
1028,424324,"Lee, Cliff",3289,31.3,0.248,0.081,0.312,0.329,0.273,,,61,246,,,,91,,93,517,511,,,,,,,,,
1020,425528,"McClung, Seth",1821,56,0.221,0.088,0.271,0.309,0.307,,,48,217,,,,94.2,,80,465,555,,,,,,,,,
1018,119215,"Moehler, Brian",2313,44,0.257,0.188,0.26,0.445,0.325,,,63,245,,,,88.8,,77,513,505,,,,,,,,,
989,467785,"Liz, Radhames",1546,64,0.343,0.255,0.331,0.597,0.442,,,74,216,,,,94.5,,53,440,549,,,,,,,,,
987,457453,"Jurrjens, Jair",3081,32,0.283,0.116,0.342,0.399,0.346,,,56,198,,,,92.3,,69,435,552,,,,,,,,,
971,434643,"Rodriguez, Wandy",2276,42.7,0.259,0.137,0.297,0.396,0.327,,,55,212,,,,89.8,,62,429,542,,,,,,,,,
969,430629,"Hanrahan, Joel",1484,65.3,0.268,0.147,0.304,0.416,0.352,,,51,190,,,,96,,70,423,546,,,,,,,,,
944,136734,"Dotel, Octavio",1179,80.1,0.195,0.19,0.237,0.385,0.304,,,38,195,,,,93.5,,148,465,479,,,,,,,,,
935,407793,"Lackey, John",2426,38.5,0.268,0.196,0.298,0.464,0.358,,,60,224,,,,91.8,,63,411,524,,,,,,,,,
933,448306,"Shields, James",3131,29.8,0.318,0.191,0.32,0.509,0.387,,,70,220,,,,91,,55,420,513,,,,,,,,,
911,207267,"Penny, Brad",1690,53.9,0.345,0.223,0.356,0.569,0.432,,,68,197,,,,94.4,,57,429,482,,,,,,,,,
911,458567,"Sonnanstine, Andy",2922,31.2,0.374,0.198,0.384,0.572,0.41,,,83,222,,,,87.2,,34,399,512,,,,,,,,,
900,119154,"Millwood, Kevin",2710,33.2,0.296,0.136,0.311,0.432,0.349,,,63,213,,,,91.1,,59,409,491,,,,,,,,,
883,407878,"Valverde, Jose",1243,71,0.21,0.185,0.258,0.395,0.285,,,43,205,,,,96.3,,151,504,379,,,,,,,,,
873,430904,"Maholm, Paul",3042,28.7,0.271,0.162,0.287,0.433,0.335,,,57,210,,,,90.7,,67,422,451,,,,,,,,,
872,429717,"Haren, Dan",3339,26.1,0.294,0.176,0.32,0.471,0.339,,,60,204,,,,91.6,,41,397,475,,,,,,,,,
870,408241,"Peavy, Jake",2860,30.4,0.215,0.094,0.294,0.309,0.311,,,32,149,,,,93.2,,93,380,490,,,,,,,,,
866,425539,"Kuo, Hung-Chih",1265,68.5,0.177,0.069,0.271,0.246,0.221,,,36,203,,,,94.4,,117,433,433,,,,,,,,,
864,457468,"Banks, Josh",1310,66,0.316,0.181,0.319,0.498,0.382,,,75,237,,,,87.3,,55,435,429,,,,,,,,,
856,460105,"Smith, Greg",3093,27.7,0.255,0.153,0.278,0.408,0.335,,,50,196,,,,88.1,,55,387,469,,,,,,,,,
836,430962,"Nippert, Dustin",1372,60.9,0.32,0.193,0.375,0.514,0.401,,,58,181,,,,94.4,,74,409,427,,,,,,,,,
832,456589,"Bergmann, Jason",2279,36.5,0.326,0.265,0.318,0.591,0.43,,,59,181,,,,90.9,,48,388,444,,,,,,,,,
828,408206,"Myers, Brett",3015,27.5,0.288,0.196,0.296,0.484,0.373,,,53,184,,,,90.6,,39,332,496,,,,,,,,,
822,434578,"Saunders, Joe",3004,27.4,0.269,0.155,0.317,0.425,0.358,,,52,193,,,,92.4,,54,379,443,,,,,,,,,
818,452249,"Owings, Micah",1752,46.7,0.209,0.114,0.257,0.323,0.294,,,42,201,,,,89.1,,92,398,420,,,,,,,,,
817,444446,"Balester, Collin",1347,60.7,0.298,0.217,0.297,0.515,0.389,,,59,198,,,,92,,49,366,451,,,,,,,,,
816,407884,"Yates, Tyler",1234,66.1,0.285,0.15,0.314,0.435,0.361,,,55,193,,,,95.9,,79,401,415,,,,,,,,,
816,430657,"Baek, Cha Seung",2268,36,0.284,0.178,0.305,0.462,0.352,,,56,197,,,,92.3,,53,380,436,,,,,,,,,
805,434668,"Delcarmen, Manny",1275,63.1,0.203,0.122,0.255,0.324,0.282,,,30,148,,,,96.5,,71,339,466,,,,,,,,,
804,430654,"Bass, Brian",1324,60.7,0.287,0.17,0.29,0.457,0.355,,,66,230,,,,91.8,,43,398,406,,,,,,,,,
798,458713,"Slowey, Kevin",2516,31.7,0.263,0.263,0.284,0.527,0.36,,,44,167,,,,90.7,,89,403,395,,,,,,,,,
797,407911,"Francisco, Frank",1128,70.7,0.196,0.16,0.257,0.356,0.288,,,32,163,,,,95.6,,118,406,391,,,,,,,,,
796,449097,"Papelbon, Jonathan",1051,75.7,0.205,0.085,0.279,0.29,0.226,,,41,200,,,,96.2,,97,452,344,,,,,,,,,
792,451216,"Wilson, Brian",1182,67,0.253,0.133,0.31,0.386,0.326,,,40,158,,,,96.3,,79,353,439,,,,,,,,,
791,430641,"Boyer, Blaine",1264,62.6,0.26,0.204,0.294,0.464,0.335,,,47,181,,,,94.6,,65,372,419,,,,,,,,,
790,407819,"Thornton, Matt",1040,76,0.187,0.082,0.257,0.269,0.243,,,32,171,,,,96.3,,124,416,374,,,,,,,,,
787,429783,"Betancourt, Rafael",1219,64.6,0.272,0.178,0.315,0.45,0.343,,,46,169,,,,92.6,,97,417,370,,,,,,,,,
787,434638,"Burres, Brian",2173,36.2,0.291,0.15,0.299,0.441,0.35,,,62,213,,,,88.8,,41,394,393,,,,,,,,,
780,113833,"Embree, Alan",1058,73.7,0.268,0.226,0.279,0.494,0.371,,,44,164,,,,93.4,,78,395,385,,,,,,,,,
778,276514,"Gregg, Kevin",1289,60.4,0.224,0.088,0.258,0.313,0.317,,,33,147,,,,93.4,,52,330,448,,,,,,,,,
776,400058,"Lidge, Brad",1238,62.7,0.219,0.069,0.308,0.287,0.286,,,35,160,,,,92.2,,104,332,444,,,,,,,,,
775,121386,"Rogers, Kenny",2847,27.2,0.296,0.222,0.299,0.519,0.366,,,48,162,,,,87.9,,30,329,446,,,,,,,,,
774,450275,"Lowe, Mark",1224,63.2,0.329,0.181,0.362,0.51,0.416,,,51,155,,,,95.2,,48,350,424,,,,,,,,,
773,455009,"Broxton, Jonathan",1175,65.8,0.229,0.078,0.324,0.307,0.287,,,35,153,,,,97.6,,101,379,394,,,,,,,,,
772,334492,"Pineiro, Joel",2227,34.7,0.355,0.252,0.344,0.607,0.429,,,76,214,,,,90.1,,33,376,396,,,,,,,,,
771,450282,"Perkins, Glen",2365,32.6,0.288,0.182,0.307,0.471,0.363,,,49,170,,,,91.5,,56,373,398,,,,,,,,,
769,121556,"Rusch, Glendon",1415,54.3,0.302,0.148,0.305,0.45,0.347,,,51,169,,,,89.7,,42,370,399,,,,,,,,,
765,425386,"Guthrie, Jeremy",3063,25,0.263,0.222,0.285,0.485,0.364,,,44,167,,,,94.2,,49,345,420,,,,,,,,,
762,425514,"Bell, Heath",1336,57,0.198,0.09,0.254,0.287,0.238,,,33,167,,,,94.5,,70,346,416,,,,,,,,,
760,150116,"Wolf, Randy",3172,24,0.214,0.075,0.316,0.289,0.277,,,40,187,,,,90.1,,89,394,366,,,,,,,,,
755,346800,"Rivera, Saul",1428,52.9,0.293,0.045,0.344,0.338,0.326,,,46,157,,,,89.6,,68,329,426,,,,,,,,,
754,453344,"Morrow, Brandon",1116,67.6,0.159,0.192,0.167,0.351,0.292,,,24,151,,,,96.2,,98,378,376,,,,,,,,,
747,435658,"Campillo, Jorge",2492,30,0.286,0.162,0.304,0.448,0.359,,,44,154,,,,86.1,,31,277,470,,,,,,,,,
745,116615,"Johnson, Randy",2900,25.7,0.305,0.263,0.347,0.569,0.399,,,51,167,,,,92,,61,334,411,,,,,,,,,
740,445968,"Eveland, Dana",2684,27.6,0.302,0.119,0.322,0.421,0.358,,,48,159,,,,91.2,,22,302,438,,,,,,,,,
738,435178,"Johnson, Josh",1412,52.3,0.289,0.139,0.349,0.428,0.354,,,48,166,,,,94.1,,50,320,418,,,,,,,,,
737,453515,"Purcey, David",1110,66.4,0.307,0.2,0.315,0.507,0.396,,,46,150,,,,91.8,,65,340,397,,,,,,,,,
732,429720,"Maine, John",2540,28.8,0.243,0.132,0.305,0.375,0.342,,,33,136,,,,93.1,,71,330,402,,,,,,,,,
724,400125,"Colome, Jesus",1213,59.7,0.283,0.145,0.299,0.428,0.356,,,45,159,,,,95.9,,50,326,398,,,,,,,,,
723,425656,"Ledezma, Wilfredo",1124,64.3,0.264,0.132,0.31,0.395,0.373,,,34,129,,,,94.3,,62,304,419,,,,,,,,,
