year,last_name, first_name,pitcher_id,team_name,team_name_abbrev,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitches_per_game,pitch_per,pitch_type,pitch_type_name,pitcher_break_z,league_break_z,diff_z,rise,pitcher_break_x,league_break_x,diff_x,tail,percent_rank_diff_z,percent_rank_diff_x
2020,Lamet, Dinelson,659275,Padres,SD,R,86.5,559,1046,17.433333333333334,0.5344168260038241,SL,Slider,34.4,-34.1,0.2,1,4.3,3.8,0.5,14,0.5133531157270029,0.5786350148367952
2020,Corbin, Patrick,571578,Nationals,WSH,L,79.2,430,1068,17.8,0.40262172284644193,SL,Slider,42.8,-44.1,-1.3,-3,3.8,7.4,-3.6,-49,0.32047477744807124,0.12166172106824925
2020,deGrom, Jacob,594798,Mets,NYM,R,92.5,403,1135,18.916666666666668,0.35506607929515416,SL,Slider,26.7,-27,-0.3,-1,3.7,3.2,0.5,16,0.4391691394658754,0.5786350148367952
2020,Singer, Brady,663903,Royals,KC,R,83.1,401,1071,17.85,0.37441643323996265,SL,Slider,41.1,-39.3,1.8,5,4.8,6.7,-1.9,-28,0.6884272997032641,0.29376854599406527
2020,Maeda, Kenta,628317,Twins,MIN,R,82.9,382,986,16.433333333333334,0.38742393509127787,SL,Slider,33.4,-39,-5.6,-14,3.2,6.4,-3.2,-50,0.026706231454005934,0.14836795252225518
2020,Wisler, Matt,605538,Twins,MIN,R,81.3,378,453,7.55,0.8344370860927153,SL,Slider,42.7,-41.1,1.6,4,11.1,7.4,3.6,49,0.6735905044510386,0.8605341246290801
2020,Keller, Brad,641745,Royals,KC,R,84.6,328,858,14.3,0.3822843822843823,SL,Slider,43.5,-36.6,7,19,6.2,4.5,1.7,38,0.973293768545994,0.7477744807121661
2020,Kershaw, Clayton,477132,Dodgers,LAD,L,87.9,327,888,14.8,0.36824324324324326,SL,Slider,27.4,-32.4,-5,-16,4.7,3.4,1.2,35,0.05341246290801187,0.6913946587537092
2020,Cease, Dylan,656302,White Sox,CWS,R,85,327,1085,18.083333333333332,0.3013824884792627,SL,Slider,42,-36.1,5.9,16,7,4.6,2.4,53,0.9406528189910979,0.8189910979228486
2020,Ray, Robbie,592662,Blue Jays,TOR,L,86.6,312,1064,17.733333333333334,0.2932330827067669,SL,Slider,29.3,-34.2,-4.9,-14,0.1,4,-4,-98,0.05637982195845697,0.10979228486646884
