year,last_name, first_name,pitcher_id,team_name,team_name_abbrev,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitches_per_game,pitch_per,pitch_type,pitch_type_name,pitcher_break_z,league_break_z,diff_z,rise,pitcher_break_x,league_break_x,diff_x,tail,percent_rank_diff_z,percent_rank_diff_x
2021,Corbin, Patrick,571578,Nationals,WSH,L,80.7,1049,2750,16.97530864197531,0.38145454545454544,SL,Slider,41.6,-41.7,-0.1,0,3.5,6.7,-3.2,-47,0.47696476964769646,0.1842818428184282
2021,Ray, Robbie,592662,Blue Jays,TOR,L,88.6,968,3141,19.38888888888889,0.3081821076090417,SL,Slider,27.6,-31.7,-4.1,-13,1,3.6,-2.7,-74,0.06504065040650407,0.23306233062330622
2021,Gray, Jon,592351,Rockies,COL,R,86.7,966,2537,15.75776397515528,0.38076468269609776,SL,Slider,32.7,-33.9,-1.2,-4,2.6,4.6,-2,-43,0.34146341463414637,0.3116531165311653
2021,DeSclafani, Anthony,543101,Giants,SF,R,87.9,912,2558,15.790123456790123,0.3565285379202502,SL,Slider,30.5,-32.4,-2,-6,4.1,4.2,-0.1,-1,0.24390243902439024,0.5203252032520326
2021,Cease, Dylan,656302,White Sox,CWS,R,85.9,906,2957,18.253086419753085,0.30639161312140684,SL,Slider,38.1,-35,3.1,9,6.9,4.5,2.4,53,0.8102981029810298,0.7967479674796748
2021,Singer, Brady,663903,Royals,KC,R,85.4,873,2287,14.117283950617283,0.38172278093572365,SL,Slider,36.6,-35.6,1,3,3.8,5.8,-2,-34,0.6016260162601627,0.3116531165311653
2021,Kershaw, Clayton,477132,Dodgers,LAD,L,87.1,858,1806,11.148148148148149,0.4750830564784053,SL,Slider,27.9,-33.5,-5.6,-17,4.7,4,0.7,17,0.016260162601626018,0.6341463414634146
2021,Mahle, Tyler,641816,Reds,CIN,R,86.7,842,3196,19.728395061728396,0.2634543178973717,SL,Slider,29.4,-33.9,-4.6,-13,2.9,5,-2.1,-42,0.04336043360433604,0.3062330623306233
2021,Adams, Austin,613534,Padres,SD,R,86.9,837,962,5.938271604938271,0.8700623700623701,SL,Slider,35.3,-34.3,1.1,3,10,5.7,4.3,74,0.6151761517615176,0.8943089430894309
2021,Keller, Brad,641745,Royals,KC,R,86.1,818,2348,14.493827160493828,0.348381601362862,SL,Slider,40.6,-34.9,5.7,16,6.1,4.4,1.7,39,0.962059620596206,0.7479674796747967
2021,Musgrove, Joe,605397,Padres,SD,R,84.1,816,2938,18.135802469135804,0.27773995915588834,SL,Slider,40.5,-37.4,3.1,8,14,5.3,8.7,164,0.8102981029810298,0.986449864498645
2021,Wheeler, Zack,554430,Phillies,PHI,R,91.5,796,3205,19.78395061728395,0.2483619344773791,SL,Slider,26.7,-27.7,-1,-4,2.3,2.9,-0.6,-19,0.36314363143631434,0.4715447154471545
2021,Alzolay, Adbert,640470,Cubs,CHC,R,86.2,779,1955,12.067901234567902,0.39846547314578007,SL,Slider,33.4,-34.7,-1.2,-4,7.3,4.6,2.7,59,0.34146341463414637,0.8048780487804879
2021,Senzatela, Antonio,622608,Rockies,COL,R,86.1,766,2405,14.937888198757763,0.3185031185031185,SL,Slider,34.1,-34.8,-0.7,-2,5,4.6,0.4,8,0.4010840108401084,0.5989159891598916
2021,Márquez, Germán,608566,Rockies,COL,R,86.2,749,2788,17.316770186335404,0.2686513629842181,SL,Slider,34.9,-34.8,0.1,0,1.5,4.3,-2.8,-64,0.5067750677506775,0.21680216802168023
2021,Alcantara, Sandy,645261,Marlins,MIA,R,90.4,746,3095,19.104938271604937,0.24103392568659127,SL,Slider,30.1,-29.9,0.2,1,1.3,2.5,-3.8,-152,0.5149051490514905,0.12466124661246612
2021,McCullers Jr., Lance,621121,Astros,HOU,R,86,721,2788,17.209876543209877,0.2586083213773314,SL,Slider,32.5,-35.5,-3,-8,13.7,6.9,6.8,99,0.14905149051490515,0.9539295392953929
2021,Ynoa, Huascar,660623,Braves,ATL,R,85.1,715,1482,9.20496894409938,0.4824561403508772,SL,Slider,41.7,-36.1,5.6,15,2.4,5,-2.6,-52,0.959349593495935,0.24390243902439024
2021,Wisler, Matt,605538,Rays,TB,R,81.5,713,787,4.8580246913580245,0.9059720457433291,SL,Slider,41.8,-40.6,1.2,3,9.6,7.7,2,26,0.6260162601626016,0.7669376693766937
2021,Wood, Alex,622072,Giants,SF,L,83.9,693,2195,13.549382716049383,0.31571753986332574,SL,Slider,41.3,-38.3,3,8,3.9,8.4,-4.5,-53,0.7994579945799458,0.0921409214092141
2021,Lyles, Jordan,543475,Rangers,TEX,R,83.3,688,2964,18.296296296296298,0.2321187584345479,SL,Slider,39.1,-38.3,0.7,2,10.2,6.5,3.7,57,0.5609756097560976,0.8672086720867209
2021,McClanahan, Shane,663556,Rays,TB,L,89.1,679,1954,12.061728395061728,0.3474923234390993,SL,Slider,32.3,-31.3,1,3,3.8,3.8,0,-1,0.6016260162601627,0.5338753387533876
2021,Kim, Kwang Hyun,547942,Cardinals,STL,L,83.5,671,1784,11.012345679012345,0.37612107623318386,SL,Slider,34.8,-38,-3.2,-9,5.2,6.7,-1.5,-22,0.13279132791327913,0.3794037940379404
2021,Brubaker, JT,664141,Pirates,PIT,R,87.2,665,1944,12,0.3420781893004115,SL,Slider,32.9,-33.6,-0.6,-2,1.3,3.9,-2.6,-67,0.4146341463414634,0.24390243902439024
2021,Mize, Casey,663554,Tigers,DET,R,85.9,663,2357,14.549382716049383,0.28128977513788717,SL,Slider,34.9,-34.9,0,0,3.8,5.7,-1.9,-33,0.4823848238482385,0.3224932249322493
2021,Kuhl, Chad,641771,Pirates,PIT,R,88.2,662,1436,8.864197530864198,0.4610027855153203,SL,Slider,32.1,-32.1,0,0,3.6,4.1,-0.4,-11,0.4823848238482385,0.4932249322493225
2021,Cole, Gerrit,543037,Yankees,NYY,R,88.4,659,2969,18.32716049382716,0.22196025597844393,SL,Slider,34.4,-31.9,2.5,8,5.3,3.9,1.5,38,0.7506775067750677,0.7235772357723578
2021,Maeda, Kenta,628317,Twins,MIN,R,82.1,652,1775,10.95679012345679,0.36732394366197185,SL,Slider,35.5,-39.9,-4.4,-11,5.2,7.7,-2.5,-32,0.051490514905149054,0.26287262872628725
2021,Giolito, Lucas,608337,White Sox,CWS,R,85.6,638,2970,18.333333333333332,0.21481481481481482,SL,Slider,32.4,-35.5,-3,-8,2.7,4.5,-1.8,-40,0.14905149051490515,0.33062330623306235
2021,Richards, Garrett,572070,Red Sox,BOS,R,88.1,638,2331,14.38888888888889,0.2737022737022737,SL,Slider,37.3,-32.4,4.9,15,3.1,3.7,-0.7,-18,0.9214092140921409,0.46612466124661245
2021,Darvish, Yu,506433,Padres,SD,R,81.6,628,2769,17.09259259259259,0.22679667750090285,SL,Slider,43.2,-40.6,2.6,6,16.3,8.2,8,98,0.7615176151761518,0.9701897018970189
2021,Castillo, Diego,650895,Mariners,SEA,R,87.3,622,936,5.777777777777778,0.6645299145299145,SL,Slider,31,-33.4,-2.4,-7,1.3,3.6,-2.2,-63,0.21680216802168023,0.2899728997289973
2021,Peralta, Freddy,642547,Brewers,MIL,R,80.5,620,2356,14.54320987654321,0.2631578947368421,SL,Slider,39.3,-41.2,-1.9,-5,14.4,12.8,1.6,12,0.24932249322493225,0.7344173441734417
2021,Webb, Logan,657277,Giants,SF,R,82.4,614,2214,13.666666666666666,0.27732610659439927,SL,Slider,41.9,-39.7,2.2,6,10.8,9.9,0.9,9,0.7262872628726287,0.6558265582655827
2021,Smith, Caleb,592761,D-backs,AZ,L,84.8,612,2067,12.75925925925926,0.2960812772133527,SL,Slider,31.5,-36.5,-5,-14,4.2,5.2,-1,-20,0.02168021680216802,0.4363143631436314
2021,Stroman, Marcus,573186,Mets,NYM,R,84.9,608,2741,16.919753086419753,0.2218168551623495,SL,Slider,36.1,-36.6,-0.4,-1,11.5,7.2,4.3,59,0.4363143631436314,0.8943089430894309
2021,Rodón, Carlos,607074,White Sox,CWS,L,85.8,604,2219,13.697530864197532,0.27219468228931953,SL,Slider,38.2,-35.2,3,8,8.2,4.5,3.7,83,0.7994579945799458,0.8672086720867209
2021,Kinley, Tyler,641755,Rockies,COL,R,90.3,596,1143,7.099378881987578,0.5214348206474191,SL,Slider,27.6,-29.3,-1.7,-6,0.7,2.4,-1.7,-69,0.28184281842818426,0.36314363143631434
2021,Pivetta, Nick,601713,Red Sox,BOS,R,86,594,2745,16.944444444444443,0.21639344262295082,SL,Slider,35.2,-35,0.2,0,5.5,4.4,1.1,26,0.5149051490514905,0.6720867208672087
2021,Skubal, Tarik,669373,Tigers,DET,L,86.5,581,2547,15.722222222222221,0.2281115037298783,SL,Slider,32.6,-34.3,-1.7,-5,1.8,4.3,-2.4,-57,0.28184281842818426,0.2764227642276423
2021,Romo, Sergio,489265,Athletics,OAK,R,77,580,1043,6.438271604938271,0.5560882070949185,SL,Slider,38.3,-43.1,-4.8,-11,13.7,14.9,-1.2,-8,0.02710027100271003,0.4010840108401084
